Title,Text
Affordable and Convenient Location,I've never been to a hostel prior to Green Tortoise so this was an awesome experience. My friend and I shared a bunk bed in a private room (I didn't like the idea of sharing a room with strangers so the private room was the best option). I was not disappointed. It was clean andâ€¦
Everything just good enough,"There are limited choices for hostels in San Fran. This one is the place to be as far as I'm aware. It's the one that's most people seem to talk about and it satisfies all the criteria that you want from a hostel, cleanliness, social, fair value, good location. It doesn't excelâ€¦"
Glad to leave this place,"We stayed 3 nights in the green tortoise hostel in SF. The good things about this hostel were the price, the location (that's why we booked it) and the nice staff. We stayed in the seperate building with privaterooms. Our room was small and smelly. There was a window, which youâ€¦"
A nice hostel in a decent location,"This hostel has a friendly environment and very welcoming and helpful staff. The rooms were clean, and when I commented on a dripping sink in the room, it was fixed immediately. The free dinners a couple of times were very welcome as a budget traveller, and the opportunity toâ€¦"
Poor hygiene. Blood on bedding.,This hostel needs an upgrade badly and improvements to hygiene. I stripped the bed after my stay as asked and found extensive blood stains on the mattress protector that soaked through to the mattress. The staff member who addressed my complaint did eventually provide me with a â€¦
Great Hostel,"I had never stayed at a hostel prior to my stay at the Green Tortoise so I was slightly nervous when my friend suggested it, however I would stay again in a heart beat. My friend and I stayed in a room with 3 other people for the 2 nights that we were in town. The front deskâ€¦"
Overpriced disappointment,"I chose this hostel based on the good reviews on tripadvisor. However, only the location was excellent, but the (private) room was small, dark and it lacked storage space. Bathrooms were always occupied and stafd was unfriendly. Fine hostel only when you're a low-budgetâ€¦"
Great Hostel!,"We picked Green Tortoise based on the reviews here (which weren't wrong) and the fact that this hostel seems to be one of the cheapest in San Fran (which isn't cheap at all).  It's in a convenient area, close to the waterfront and easy enough to walk to Union Square too. Lots ofâ€¦"
Noisy dance clubs but near Chinatown.,Many dance clubs nearby and homeless loitering around. Next to Chinatown. Definitely not for family stay or preference for quiet nights. Rooms are tiny with bunk beds. Clean toilets though. Walk up those stairs from ground to lobby check in. Not for heavy luggage.
Nice hostel,"The Green Tortoise is a nice hostel in San Fran located near the red light district, despite that it isn't seedy or low brow. Feels perfectly safe.  The triple room was adequate. Nothing special, but clean and comfortable. Didn't have any issues.   Breakfast is serve yourself.â€¦"
Nice hostel,Very nice hostel ! The main room is like an old theatre. Breakfast is awesome and their is three free diners per week. I did one and it was very good ! Their is organic products in the shower which is very very nice ! The staff is very nice also. The only thing is that it'sâ€¦
Top class,"Stayed here last year and only getting round to writing a review now. 13 of us stayed from Ireland. Great location, great services. Decent breakfast. Great set up, the big room great for meeting people. No complaints at all and would definitely recommend to anyone."
One of the best hostels I have ever stayed in,"This hostel is conveniently located in San Fransisco, near Chinatown, the Italian district and the BART. The hostel is clean, has a kitchen that serves a good breakfast (included in the price) and offers free evening meals three times a week. Other nights group events areâ€¦"
Fantastic Hostel,"Disclaimer: This is a hostel. When you book, make sure you understand the difference between a hostel and a hotel!  I've stayed in a lot of hostels all over the world, but this is the first time my boyfriend had ever stayed in one. We chose this place because we are fromâ€¦"
Great place if you're on a budget,"I was here for about a week and it was the perfect place for the trip I wanted - it was cheap, safe, well-located, and full of guests and staff ready to help me make the most of San Francisco. Would definitely go back!"
"Good place, Great breakfast","I stayed here a couple of days during my road trip. Place was nice and the staff friendly. Although the location is good, the rooms are quite small. There is events almost all evening to meet people. Worth to stay if you want to have a good time and meet people."
DEFINITELY WORTH A VISIT,The Green Tortoise was recommended to us by a friend during our stay at another hostel in San Fran. We chose to switch places due to not enjoying the one we were in and it was TOTALLY worth it. The location is perfect - in a nice safe area of San Fran. The staff were so helpfulâ€¦
Greatest hostel in San Fran!!,"We stayed at the green tortoise hostel in Seattle, so I expected this place to be good, but at the end I thought it was fantastic!!! The people are really friendly, and easy to talk to. And free breakfast every morning, and free dinner every other night. Who doesn't want that??â€¦"
3 Nights at GT,"We stopped at GT for 3 days while we saw the sights of San Fran it is a Fantastic hostel with fantastic staff, good location, nice breakfast and dinner 3 nights a week, would recommend to any age traveller, would definitely like to return 1 day."
Best hostel yet,This hostel will definitely be hard to beat. Fantastic organised activities and pub crawls. Great cheap/ free food. Great location. Huge common area for meeting people. Good size private bathrooms and large storage lockers under bed (triple room). Can't wait to come back 
"Rude staff, fine hostel.",Stayed here for two nights in July. Didn't live up to the hype at all. The hostel is well located and easy to find. Be aware that you need to climb a steep flight of stairs to get to the reception - not easy with large luggage. Interior decor is horrible but whatever.   Weâ€¦
Great Location and Food and Friendly Faces,"Private room with shared bathroom - clean and has all the amenities we needed.  Soap, shampoo and conditioner in the bathrooms and hairdryer in the room.  No air-conditioning but windows open for a cool breeze.  Helpful staff and plentiful free breakfast of juice, bagels, toast,â€¦"
Second time visitor!,"I stayed in a dorm here 2 years ago. This week I was back with my husband in tow so we opted for a private room. They are in a seperate building, 2 streets away. The view from room 205 was amazing! There is a private balcony at the back of the building with views of the bayâ€¦"
A venerable budget option in the heart of North Beach,"The best deals at the Green Tortoise are the lovely comfortable double rooms in the annex building, just a few yards down the street from the main hostel. The beds here are only slightly more expensive that then dorm beds, which are as poky and gloomy as dorm beds in cityâ€¦"
Great experience,The hostel was in a good location and had friendly staff welcome us. She had use bring up our belongings while we parked our car before checking in. We were lucky to find street parking a 10 minute walk away which saved us $20. The parking garage that they recommend is probablyâ€¦
Best hostel in SF,"The Green Hostel is the hostel to stay at in SF! Staff were super friendly and helpful, the free breakfast is the best I've had at any hostel, free dinners 3 nights a weeks and fun events every day organised by the hostel. The only complaint is that there are not nearly enoughâ€¦"
Nothing but good words to say..,Myself and a friend recently spent 11 nights at the Green Tortoise and we both have nothing but good words to say about this place. The staff are all incredibly friendly and super helpful when you have any questions.   We stayed in a private twin room so I can't speak about whatâ€¦
Value,"This place is a Great place to stay! Great location, clean, great value for money. Ticks all the boxes. If you are looking for constable and great location then this is where you want to be. I have spent 4 days here and I am returning to San Fran and have chosen to stay hereâ€¦"
The best place in SF for young travellers on a budget,"San Francisco was our second stop on our US road trip and as a group of four girls we thought this hostel was one of the top ones we stayed at.   The decor was a bit dated but it didn't matter - the family style free meals, central location and social events to opt in and out ofâ€¦"
Fantastic place,"Just finished a green tortoise tour which was awesome, it won't be our last. Stayed for 1 night before moving to north beach but wish we had stayed longer. Brilliant location and great place to hang out and meet people. Few adult clubs near by but all friendly. Even had a chatâ€¦"
Best hostel ever stayed in,"We stayed in the additional building down the block in a private double room which had great views and a nice clean bathroom. We used the main building daily though, for the bagel breakfast each morning which was a great way to start the day and every night when we came backâ€¦"
Best Hostel I have ever stayed in,"- literally, and I have been to many hostels. Good value for money, clean and very friendly. The staff are great and there was such a great opportunity to socialise with others. The location was brilliant and close to everywhere you'd want. My friend and I went for a shared roomâ€¦"
Great views and interesting location,"We stayed in the annex of the hostel about a block and half down the road in a room of our own.  We had great views from our room and the kitchen facilities were very good.  We found the room to be good, out only problem was the lack of power points as we wanted to charge thingsâ€¦"
Good value,"We stayed in a private room for 4 nights, the hostel has alot of features. Very accommodating. Wifi, computers, music nights, sauna, massage chair, big dining area and kitchen, free breakfast and someone at the desk 24 hours. Lots of bathrooms, we never had to wait. Although theâ€¦"
Perfect Spot in SF,"We stayed at the Green Tortoise 4 days/3 nights and it was perfect! It was a lot cheaper than most accommodations (and hostels), especially since we had booked a private room. The staff is friendly and easygoing. Everyday, there was a special available for travellers (freeâ€¦"
Friendly staff. Great location ,Rooms were clean and comfortable. Was not too noisy when I stayed here. Breakfast was ample.  Walking distance to most things. Had to wait for bathroom a couple of times but that is to be expected. Large dining room for breakfast. Make your own eggs. They also provide freeâ€¦
can't complain too much for the price..,"location can be a lil shady, i heard a molly deal right outside my window at 2 am. the rooms are small and you could have trouble finding places to put your luggage. bathrooms are plentiful but do get quite full quickly during prime time. you have to hurry and snag one quick butâ€¦"
staff comfortable bed and good locstion - the 3 essentials all covered.,"Absolutely great staff, couldnt have been more helpful.  We are a 50yo couple and stayed in one of the private rooms.    The room was a good size, bed very comfortable, heater and hair drier provided as well as laundry facilities.  The location was central to union square andâ€¦"
Fantastic hostel in the heart of SF,"The Green Tortoise was a very pleasant hostel stay. Very well organised business... easy check in, very clean, plenty of bathrooms and showers, breakfast,  entertainment and social occasions. The location is convenient to most areas of the city. There is a great ball room /â€¦"
Great place!,"Wow what a nice hostel!!! Exactly the way a hostel should be, fun clean, cheap but with great facilities.   Pros: Great staff Great atmosphere  They do fun outings at night such as pubcrawls and dinners  Instruments for everyone to grab and play Good breakfast with lots ofâ€¦"
All what you need in one place!,"This was my first time in SF and I stayed there with a friend and was amaziiing! They have complementary breakfast with everything organic! butter, fruit, fresh juice, coffee, tea, you can cook your own egg! This place  is fun, clean and staff is friendly and helpful. They doâ€¦"
AMAZING!,"Amazing experience at the Green Tortoise, enhanced by the staff and the other backpackers here! Free meals on Wednesday and Friday, and other evening activities organised by the hostel, although if you choose not to partake in these you still don;t miss out! We met some amazingâ€¦"
Friendly. Clean. AMAZING,"Best place to stay. Hands down. The staff is friendly, knowledgeable about the area. Super clean. Staff seriously makes this place a fundamental stop for experiencing san fransico. It's right near everything you need. And has great deals on local fair."
A bit late but hey...,"We stayed at the Green Tortoise in May 2013, during our 10-day trip in SF.   The location couldn't be better, you're at walking distance from pretty much anything you wanna see or you have really good communications for e.g. Golden Gate and such. The hostel has really goodâ€¦"
Very cheap and fun,"The reception works 24/7. I arrived in the middle of the night and was welcomed. The atmosphere was absolutely democratic. Maybe, the hostel wasn't the best choice for a business trip, but anyway I really enjoyed it.  Definitely, the location is perfect. It is possible to get toâ€¦"
Gutted I could stay longer.,"Really really good choice if you want to be in the middle of it all. The location is brilliant, just north of Chinatown there are some great bars in this area. The room was pretty nice. I got the window bed over the street which I thought was a bit of a con (stick an extra bedâ€¦"
First West Coast hostel experience = Winning,"This hostel is in a great location and is a very distinctive green so you can easily pick it out when walking down the street (which we did a ton of!).  The staff was very friendly, helpful, and informative.  You have to pay $20 in cash, per person, when you check in as aâ€¦"
Staff went above and beyond,"Staff in this hostel were extremely helpful and friendly. The private twin room that we stayed in was small but great. The staff upgraded for free so my friend and I could be in the same room, even though we'd booked separately. The atmosphere was really really cool and was aâ€¦"
AMAZING first hostel experience !,"We booked a private 3 person bedroom in this lovely hostel in San Francisco. Ideal located in the downtown area, just next to Chinatown and you can easily access the piers from there too. The staff is the nicest I have ever seen, available 24/7 and always happy to help ! Theyâ€¦"
Brilliant Hostel Experience,"We loved staying at the Green tortoise. We stayed in a spacious private room which had a comfortable bed, linen, towels, hairdryer and sink. The staff were so willing to help (and available 24/7) to answer any questions we had. It was nice arriving back in the afternoons andâ€¦"
Perfect Hostel Stay,"The Green Tortoise was very organized and everyone was very nice and helpful.  They offered activities every night and very good dinners three times a week.  We slept great at the hostel, we did have a private two person room, which may have been one reason, but the hostelâ€¦"
Don't stay there.,"The staff at the front desk kicked me out of the hostel because I told them I did not like being called a ""ching chong"".  I am Vietnamese American and I look Chinese.  Please don't go there if you believe racism and oppression is wrong."
It's a gem ,"I've stayed at the green tortoise twice and both times were excellent. Worth the price! I've always felt safe at the hostel and in the neighborhood, the staff is very friendly and answers all your questions. The common room is something quite special to behold, an old ballroomâ€¦"
Not enjoyable for us,I Recently stayed here and I want to leave an honest review:  1) The first thing I noticed when entering the hostel was a bad smell - stale horrible 2) The staff were helpful 3) Stayed in a private room in the seperate block it was noisy with a homeless person sleeping justâ€¦
Thumbs up for Green Tortoise,"Stayed here for a night during my second trip to US. I was pretty nervous because I have never stayed at a hostel and I am a stranger in the city. But have to say that my experience couldn't have been better. Cheap, clean, safe, excellent location, free breakfast, very friendlyâ€¦"
Amazing,This was my first time staying at a hostel and I didn't really know what to expect. I am 30 years old and thought it may be a younger crowd and I would feel out of place. There were people of all ages and everyone including staff made me feel so comfortable.  TGT offeredâ€¦
Best hostel in SF!,"I LOVED staying at the Green Tortoise! The staff are friendly, the decor is awesome and funky, free dinner three nights a week which is lots of fun and a good opportunity to meet others, and the location is great! Easy walk to fishermans wharf, market street, and muni/Bartâ€¦"
One of those rare hostel gems,We stayed for five nights at the Green Tortoise in a private room. The location is fabulous- next to Columbus Avenue and a short walk to the Embarcadero and Market Street. There are great bars and coffee shops in the adjacent streets.  The room wasn't actually in the hostelâ€¦
From FL to SD - Great times!!,"Loved it here. Met lots of people and everyone who worked there was very helpful and made you feel comfortable. Great place for sure! Their location is great too, bars...stores...china town..north beach. All of it just right there. The view is awesome too..good at day and night.â€¦"
Wonderful hostel experience,"This hostel is a great place to stay to experience life in San Francisco! After arriving at the airport, we used public transit to get to the hostel. It's a great location that's close to almost everything - can walk to China town, union square, the wharf - or to catch aâ€¦"
Amazing place!,I had an absolute fantastic time here! The staff were very knowledgeable and friendly. The free breakfast and dinners are wonderful and really help in saving money. Everyone I met was also very fun and the events that were run were great. The street is very loud though so if youâ€¦
GREAT HOSPITALITY,"Ted and Sarah were both welcoming and informative hosts.  Great location, great atmosphere.  Everyone genuinely wants you to have a good trip to San Francisco and the surrounding area.  Happy to recommend to anyone unsure about hostel living.  All the best to Ted - Happyâ€¦"
Amazing!,We had a great time here! We were so busy with activities that we didn't have a chance to really party but out bed was so comfortable! I wanted to be back in those soft sheets after staying at our next hotel in another city.  It's in a good location central to most things. Youâ€¦
Great Hostel!,Great place. Groovy vibe.i stayed in 23W female bunk by the window! Fantastic view of the TransAmerica building each night. My only complaint would be that the staff seem fairly disinterested in giving suggestions on what to do an were surprisingly uninformed on what to do. Theâ€¦
Amazing hostel!!,"My friend and I stayed here for 1 night and we thought we should stay more. Clean facilities, good location and friendly staffs. The most important point is the art style of this hostel, and that's why I put ""amazing"" on the title."
Decent For the Price,"My wife and I stayed here as we were looking for a cheap place to stay while in San Francisco.  Overall, it was clean, had good wifi, and generally served its purpose.  It wasn't great, but it wasn't terrible either.  Warning: it is in a so-so neighborhood (lots of strip clubsâ€¦"
Superb!,This hostel is brilliantly located right on the fringe of the little Italy and Chinatown districts in San Fran. While there are a few adult pubs and clubs nearby it was a safe and hassle free neighbourhood to be. It's spread over 3+ levels so sure with a pretty sweet communityâ€¦
Only if you're young and single,"Location is in the middle of strip club land, so if ur a mature couple probably not suited to you. Expensive for a private room. Survivable at best, found pubes on my bed sheet it is a last option type place. Good thing is the tv has movie channels, bring flip flops, theâ€¦"
Sanfran....tastic,We stayed here a few years ago now. Having spent 3 weeks on the green tortoise bus trip from New York to San fransisco. Finished it off with a few night in the hostel wher we had the little flat. This was a brilliant place. Great atmosphere great facilities for a hostel andâ€¦
Decent but bring ear plugs!,"Great location (even with the strip clubs/peep shows near by) with an easy walk to warf and Chinatown and really decent breakfast but bring ear plugs! Street can be noisy, all rooms have a big fan which is nice but noisy and request a room NOT sharing a wall with the commonâ€¦"
One of the best I've ever stayed in!,"Gonna be a short but sweet review.  Amazing hostel, central location. The strip clubs close by are a bit sketchy but I felt very safe. They lock the front door at 7:30 so you have to be buzzed in which is great security. Free breakfast every morning. And oh my; the free dinnersâ€¦"
Yes yes yes!,"Although it sounds expensive at $40 a night for a 4bed dorm I would definitely recommend this place!  Breakfast included and free vegetarian dinners 3 nights a week plus many other awesome extras like great wifi, free massage chairs and lots of helpful staff! There are manyâ€¦"
San Fran-tastic!,"This place had a great vibe with really helpful staff, the free breakfast was great and well organised food, some other Aussie had even left vegemite out! To be honest it was a little expensive for a hostel $40 a night for a dorm bed and our room was quite hot and stuffy. Reallyâ€¦"
Great place to stay - highly recommend,"Stayed here on two occasions - the first in an 8 bed dorm for 2 nights and then again in a private 3 bedroom for 5 nights.  Rooms were clean and so were the many bathrooms available for your use. Staff are friendly, helpful and very knowledgeable.  Atmosphere is great and it'sâ€¦"
Great atmosphere and cool dorms,Staff is great and very helpful - atmosphere is also very cool and it's a good place to meet new people. It's located directly in China town with save neighborhood. There are no homeless people lying around in front of the hostel. Dorms are very clean but small - there areâ€¦
Excellent.,"I only stayed for a night but the staff were very friendly, my roommates were friendly, everyone was welcoming. The rooms are clean and well organised. The bathrooms were spacious. It was a nice stay."
Fantastic Hostel!,"This is a fantastic hostel with a great atmosphere, and feels a big fun share house of sorts. The staff are super friendly and helpful, and make you feel part of the hostel - there are free dinner nights, cool events always happening, breakfast everyday and cool chill outâ€¦"
Only hostel i've ever left.,"Firstly, I don't want to be overly scathing about it as im sure everyone has an off day, and on another day it would probably be good, but that being said, it is the only hostel i've ever left.  The Hostel was cramped and dingy and the carpets stink, you cant fit two people downâ€¦"
Excellent hostel!,"Stayed here with my boyfriend in the private annex (private rooms are in a separate building down the road). It was clean & comfortable with a TV, dresser and a little balcony with views of the city & the water. Green Tortoise is a great, fun & super friendly hostel for youngâ€¦"
Great hostel and location!,"We must have stayed in over a hundred hostels between Europe/SEA/Oz/NZ and the green tortoise is definitely the best we've seen so far in the US. Granted the rooms are pretty small, but the staff are great, fast check in, all the facilities you need, FREE breakfast andâ€¦"
"Expensive for kind of site, dirty, noisy, inattentive staff at reception"," I stayed 4 nights at the hotel. Every night I could not sleep for the noise of their own customers at the corridors at 3:00 am(if you complain they said you that they can,t do anithing, they sai that you must put ear-plugs). The rooms are not much clean and smalls.  It,s a lotâ€¦"
Yeeeessssssssssss!!!!,Thanks for free dinner when I was on the ropes.  Such a great place. Clean and friendly. All you need.  Great locale too!!! Yeessssssss!!!!!!!!!!!!!!! Weeeeeeeeeeee e!!!!! The staff are cool and keen to share a tea with ya
Great stay,"We stayed in one of the private rooms one block away. Comfortable room, shared kitchen. And bathroom (both clean). Great views from deck across the city. Good free breakfast of bagels, coffee and fruit. V helpful staff that got us a discount for hiring bikes and explained theâ€¦"
"Friendly staff, clean, seedy but central location, view of wall out of window","The staff was fantastic! The room was a tiny private double that was clean and had a TV with a library of movies to watch (no broadcast tv). The window faced an alley and a brick wall. For me, that made it a bit claustrophobic. The shared bathrooms were usually clean and usuallyâ€¦"
Great stay,"I stayed for five nights and had a private room in another building a block away. Had the best of both worlds - access to all the awesome facilities of the hostel - wifi, web, food, ballroom etc but with the quiet when you want it and kitchen facilities too and the best was theâ€¦"
Loved this hostel,"I recently stayed in this hostel for 5nights and I would def stay there again in the future. I was in room one, which is at the front of the building, could be very noisy but nothing eye plugs couldn't fix. The room was very spacious and the beds were big and very comfortable,â€¦"
Hostel with a character,G.T has definitely embraced the very meaning of a backpacker with its Bohemian themed interior and organised group activities. Our stay here was brief but semi comfortable. The private room with a bunk bed was a little cramped and exuded a rather funky smell. We spent veryâ€¦
Awesome hostel,Great hostel good location to most of the sites are in walking distance! Nice pub crawl! Big common room free meals and breakfasts good beer pong tournament staff were great with tours! Always a party going on nice size pool table! Good tours on offer in the tortoise bus! 
Could have been better,Would have given more stars but the place is so unorganised. When we arrived to check in for the second time they said our booking didnt exist even though we had a confrimation email. We were told that we couldnt check in until 11 so we sat around waiting for three hours then atâ€¦
"Good, but not great.","I love the Green Tortoise in Seattle, so when I came to SF I reserved the Green Tortoise for my stay. The atmosphere was a little less social here, which was disappointing.  And the rooms were so much smaller. Hardly any space to move around. And the location was decent. I wasâ€¦"
Excellent First-Time Hostel Experience,"Now viewed among my community as the expert budget traveler, the most common question I am asked is about staying in a hostel. I am asked that question, because I am from the community that views hostels as strictly for college students gone wild. For that reason, no one I knowâ€¦"
Perfect location,"We had a private room in the annex for 5 nights. The annex is very well situated, just enough close to the main building to walk and have your free (and good) breakfast, but far enough of the street to be a quiet place.  It's a small building, just behind a school yard.  Ourâ€¦"
Great place to stay in San Francisco,"After reading all the reviews, I knew I wanted to try the Green Tortoise. My friends and I booked one private 3 bed room and one of my friends stayed in a 4 bed female room. We were all really pleased with our stay. There was a delicious vegetarian friendly breakfast everyâ€¦"
The best hostel in 'Frisco,This is easily the coolest hostel I have ever stayed in.   We got to San Fran from LA at 5am by the cheapest greyhound bus fare we could find. Even though check in was something like 11am the 24 hour staff let us all in and let us sleep in the dining room with our bags ratherâ€¦
Best hostel in California!,This was by far the best hostel I stayed at in California. The staff were usually very helpful. The breakfast is so good. The people are friendly the beds awesome. Good social environment! Location is ideal as well. Shower's were private but some a little cramped but if stayingâ€¦
Great hostel,"This is a great place. As a 30-year-old woman traveling alone I felt very welcomed and safe.  Free breakfast was really high quality and such a welcome perk when traveling.  All hostel staff were very helpful and respectful.  A friendly, safe, welcoming atmosphere.  Highlyâ€¦"
Best hostel ever!,"This place is tops! I recommend all over the world to visit if in sf. This really is what hosteling should be like. The ball room is amazing. Central to everything in sf. Last time Iwas there, there was free dinners and drinks, met the coolest people, and kick started my worldâ€¦"
One of the best hostels we have ever stayed in!,"You can really tell this hostel has been running for years, everything is well organised and run. There is free breakfast every morning including bagels, porridge, eggs and fresh fruit. There was also free dinner Monday/Wednesday/Friday - during our stay we had curry, carbonaraâ€¦"
Best hostel I have ever stayed in!,"We LOVE the Green Tortoise! Would recommend to all backpackers, perfect base for a trip to San Francisco. The minute we arrived we got good vibes from the place, the staff are quirky and kind, and the hostel itself feels like home. Their website motto ""your home away from home""â€¦"
"Great location, friendly staffs, cool vibe and good for value pricing. ","As we booked a private room with a queen bed, we did not stay at the main building but at another building about a block away. So, our review about the room may be different from others. We got the room on the third floor which has a deck right outside the room; the deck offersâ€¦"
great hostel,"Green Tortise is in a great location, easy to walk or bus to the towns highlights. Staff were extremely helpful, thanks Flora & Joe for all the help! Great free dinner - thanks Elligio! Clean rooms and bathrooms. Definitely a party hostel over the weekend, but not too bad. Easyâ€¦"
In the middle of SF,"We had a private room on the second floor facing Broadway. As we stayed over the weekend it was a little noisy, but good to handle. The view from room 24 is good - over Chinatown and directly on the Transamerica Pyramid. The room itself was very clean. On Mondays, Wednesdays andâ€¦"
Great Experience,First hostel I have stayed at when traveling and it was an amazing experience. Stayed for a week with my girlfriend in one of the private rooms in the annex building 2 blocks from the main hostel and had no complaints. Breakfast every morning is a huge money saver and extremelyâ€¦
Good value hostel,The Green Tortoise was the first hostel I have ever stayed in so I don't have anywhere to compare it with!  I visited San Francisco with a friend and she talked me into staying here as it is such good value.  We booked a private room that contained a bunk bed and a wash basin. â€¦
A nice hostel in San Francisco,"San Francisco is a nice but very expensive city to stay,so I booked Green Tortoise Hostel because it is the best option if you were in a tight budget.  Fortunatelly it is a really nice hostel. The staff is really friendly and answer all the questions the guests have about theâ€¦"
"Awesome Hostel, walking distance to everything","Loved this Hostel and the awesome ballroom.. foods yummy, people are friendly and stuff and Its pretty popular with the Australians!!   Rooms are clean and don't really have to wait for showers.  Close to everything and cools bars around the corner"
I had an awesome time and will come back,I stayed in 3 different hostels in San Francisco (because I didn't have a reservation for all my trip at Green Tortoise). This hostel is unbeatable! Staff was VERY cool and helpful. People who stay there are really keen on making new connections and friends. This is one of theâ€¦
a greate experience itself,"getting into the hostel is already a good surprise. Stairs covered with a beautiful flourished carpet. Then you get to the lobby and see another patterned carpet, many posteres pictures and frames on the wall and the big  saloon with art nouveau big glass windows with sun raysâ€¦"
"good location, free breakfast","really good location - however really dodgy at night and early mornings (i was woken up one morning by a guy screaming outside)!! i wouldn't walk around on my own or just 2 girls ever. free breakfast really helps a lot and they also offer dinner monday, wednesday, friday whichâ€¦"
Had a great time,"We stayed in a private double room with a shared bathroom for about 5 days recently (feb 2014). Beds were very clean and comfy, there are a heap of bathrooms I think about five on each floor. A couple are tiny but they do the job and we never had to wait long, normally not atâ€¦"
Enjoyable Stay,"I stayed here with a friend last September and have to say even though our stay was short (2 nights) we had no complaints. The staff were amazing, so friendly and helpful. We felt at home straight away. On arrival we didn't know where or how to get to certain attractions in Sanâ€¦"
Cool Place- but not for the faint of heart,"Went here years ago, not bad.  Cheap inexpensive but very cool :) Enjoyed it very much.  A little too much noise but overall not bad.  The staff was helpful and the location is near strip clubs which is kinda weird and sketchy."
You must stay here!,"This is probably my favourite hostel ever!  First it has great facilities: big kitchen / dining room, free wi fi, lots of storage space in the rooms etc etc.  The location is also great. There are a few strip clubs around but really nothing to worry about.  Pretty muchâ€¦"
Hostel Extraordinnaire,"Not being a regular hostel-dweller, I was quite uncertain as to what to expect from the Green Tortoise, other than the fact that we would probably feel far too old to be wandering its corridors. We were travelling with the Tortoise to Burning Man, and it made sense to spend theâ€¦"
Excellent location!! ,We arrived at the Green Tortoise late at night to see the hostel we had chosen was slap bang in the middle of the stripper district! Being two girls we were a little shocked at first and wondered if we had made the right choice! We had! The place was harmless and actually quiteâ€¦
1 Night private stay,"Parking was a few blocks away and an extra cost. Location was good as its near China town and LIttle Italy. Also walking distance from  fishermans wharf. Room was just a bed and a sink, but enough for just sleeping. Large kitchen area. good free breakfast with fruit. Friendlyâ€¦"
"Great location, excellent kitchen, nice rooms","We stayed in the double room on the ground floor of a separate building. This part of the hostel is very quiet, really good hot shower and toilet on each floor, high speed internet, excellent-equipped kitchen with free tea, coffee and great view. Clean rooms, comfortable beds,â€¦"
Great place to stay - Great Food!,We stayed in the private rooms just around the corner from the main hostel. The free food that the hostel provided was amazing and a great way to meet other travellers. The hostel also put on lots of activities which were great. The location of the hostel was perfect forâ€¦
Stop what you're doing and read this!!,"If you're reading this you're probably thinking of staying here, or at least in San Francisco... please read the below.  I don't like to qualify myself for writing reviews, but you can see from my profile I've stayed in hostels and swanky 5* hotels all over the place, howeverâ€¦"
Huge breakfast !,"The breakfast is the best things in this hÃ´stel !! Room are correct , shower clean , Nice place to stay in san francisco ! The location is good as well , not far from night-clubs !  Big locker under the bed to store your luggage , very handy ! Enjoy ...."
good location and good atmosphere,"Free breakfast, free tours, 3 free dinners/week. Everybody is gathering in the main room to share a glass of wine, beers, experiences. Free internet access with computers. The staff was awesome and really funny. The location is perfect, no need to take a bus to walk aroundâ€¦"
Best hostel I've ever stayed at,"Stayed there with my wife and daughter in april 2013. Nice, clean, good location, wonderful and helpful staff. Good, free, breakfast (love the ""cook-your-own-eggs"" set up). Free dinner 3 times a week (or 4?). Stayed in a two bed, private. Was perfect for a small family with aâ€¦"
My favorite hostel to date,"First time I stayed here. I loved it and would return in a second. They make it obvious that they want you to have fun while you are there. I loved the fun, cool ambiance and the respectful, communal feeling. I dealt with Joe and a girl whose name I don't know but she has darkâ€¦"
Interesting place to stay!,Located in Little Italy which is just next to China town(a pretty messy neighbourhood but safe).12-15mins walk to Market Street(Union Square) and pretty close to Fisherman's Wharf(major tourists attraction).  The hostel staff was very friendly and super helpful. Their commonâ€¦
Second Time's a Charm (Just like the First),"This was our second stay in the Green Tortoise and I have to say, if anything, my opinion of it has got even better.  As with our previous stay, we booked a private double room, however instead of being in the main building, it was in the annex located only a block away from theâ€¦"
"Clean, pleasant room & excellent service",I stayed for 5 nights in a private room with a friend at Green Tortoise Hostel and it was such a pleasant stay.  The staff n cleaner were very helpful.  Room was clean!!!  I highly recommend this hostel!!! Two thumbs up!! 
What a lovely surprise!,"Well I've stayed in some city hostels before but not like this!  Fabulous welcome, staff are amazing, could not have been more friendly or efficient.  Great ballroom for eating, socialising, hanging out.  Well equipped, clean and spacious kitchen and facilities.  Free breakfast!â€¦"
very nice!,"stayed 4 nights in sept 2013. poistion (north beach, between little italy and chinatown) is perfect to visit the embarcadero and downtown. our double room was clean, even if very small. the hostel is very well organized in every aspect. we loved the big common room and theâ€¦"
Nice hostel,"Hostel in great location, walking distance to most of the main places (Union Square, Little Italy, Fisherman's Wharf etc.). Hostel staff very friendly and helpful. Good breakfast and evening meals provided on some nights. Rooms and bathrooms clean. We had a private double room -â€¦"
Energy Turtle,"I couldn't have anticipated the overall quality that the Tortoise would show me; previous hostel stays in the Bay Area left me with a lack of real enthusiasm for the hostel itself and only an excitement for the city. However, after last weekend perceptions were changed and aâ€¦"
Much better than you might think,"Took my kids to SF for Phish shows, and decided to try a hostel.  We had the 3 bunk room.  Only negative was the shared bathrooms, but it was relatively easy to find a clean one on the floor, and an employee seemed to be cycling constantly through the floors cleaning.  As goodâ€¦"
