Title,Text
Great value in SF!,"If you are looking for great value and great location in SF, this is the place! A find in a very expensive city! The room was SO clean! The help at the front desk were helpful and friendly. We will definitely be staying here again!"
Stay here for UCSF interview,"Perfect for a small, cozy room. Nice neighborhood and quiet at night. They have hair dryer in the bathroom. The front desk has iron and iron board. There is no elevator so you have to carry everything by yourself up the stairs. The room was clean and very nice!"
Room 105 is a noisy room,I agree with previous reviews that the hotel is a good price compared to other San Francisco hotels.  We stayed in room 105.  It was very small.  Just enough room for a queen bed and not much else.  The bed was comfortable.  Our biggest complaint was the noise.  I specifically…
A real find for SF,"Stayed one night traveling for business.  All my usual places closer to Market St. & Union Square were WAY above my allotted State of CA rate allowance, so my coworker and I tried The Metro Hotel.  I'll be back!  Very friendly staff and room 101 was plenty big, exceedingly clean…"
Simple and quiet hotel,Good hotel in well situated area .Clean but small room.Easy to go anywhere in S.F. by bus or by foot.Staff is friendly and helpful. Not expensive for the area. You can eat a good breakfast at the oakside cafe (bagel) and to eat noon at a reasonable price  just go in front at the…
"Great staff, good value, nicer location than downtown","The Metro Hotel is a basic hotel, which is reflected in the good value cost. The rooms are small but nice, and noise wasn't a problem other than occasional coming and goings in the corridor.  Location is up in the historic part of san francisco where all the traditional houses…"
Amazing experience,"Loved my stay at this cozy hotel! Friendly staff, quiet room, comfy bed and great sleep -- couldn't have asked for a better experience. Look forward to staying here again on my next SF visit. Thanks Metro Hotel!"
A win for the price. ,"Our family of four stayed three nights, and the Metro was great for our needs. The staff was really helpful and delightful, the rooms are immaculate (but tiny!), and the location is central and easy to get to and from. "
Nice hotel for two,"Super friendly staff. Small, efficient room for two. Very clean. TV and fast wifi. Convenient location in safe area with lots of restaurants, coffee and gathering places within easy walk.  No amenities like coffee maker, microwave or refrigerator. Has hair dryer and comfortable…"
"No frills, no problems",We had a tiny room with two singles and the bathroom was so small it had to have a pocket door.  No appliances except a hair dryer.  This is not a bad thing.  This is how you get affordable accommodations in San Francisco!  It had charm out the wazoo and the staff were…
Perfect start to our honeymoon,"Couldn't be more pleased with our stay at the Metro this week for three nights. The room was clean, modern and the bed was very comfortable. The staff were so helpful and friendly, offering us tips and lending us travel adapters etc! Perfect location for the Castro which is what…"
Return visit to the Metro,This was our second stay at the Metro Hotel in San Francisco.  The first time was a great experience and we wouldn't stay anywhere else.  We stayed for 4 nights and this time had a lovely room that faced the main street.  We loved the big windows and it was very quiet and you…
"Great ""in the city"" hotel","What a gem, right on Divisadero, walking distance to the club, the Independent, our reason for our stay here. Small but clean rooms, comfy beds, and a great price! Super nice front desk person. Our room was on top floor, walk up, street facing so you do hear the city sounds but…"
We will be back,"Friendly, welcoming staff. Small, but clean and comfortable rooms. This hotel is Si close to the main attractions in SF and public transport is near by if you'd like to travel further. We thoroughly enjoyed our stay here. Thank you Shayna."
Great deal in a great neighborhood.,"The 1010 Page unit was spacious, clean, and well appointed. The Metro is in a destination neighborhood with many great dining options all within walking distance. The staff was very accommodating allowing us to store bags when we arrived early and paperless checkout was super…"
Charming,This hotel was perfect for our needs. The rooms were a bit small but all we needed was a safe and clean place to sleep and this is that place. When we walked in we were greeted right away and they even allowed us to put our stuff in the room hours before check in. They also…
Wonderful experience,"Not only was the Metro hotel a great atmosphere and in an excellent location with many many restaurants and coffee shops, the customer service was exceptional. My family appreciate the Metro Hotel staff during our stay. We came to San Francisco for my dad's serious procedure…"
"Boutique Hotel, decent value","Stayed in room 115. The noise level out in the back which is used by the restaurant next door can be a bit loud at times and they forgot to turn the lights off one of the nights, but pretty manageable in the overall scheme of things. Free Wifi is good, there is no hotel parking…"
Great boutique hotel and excellent value for money,"This hotel was recommended to us by a friend and we're so grateful we followed their advice. This boutique hotel has a great location, just outside the busy main part of San Fran and a very safe feeling neighborhood.Stayed on two different nights, first night stayed in Room 208…"
Great litteratur hotel,"We stayed here for 4 nights and we immediately had a nice vibe just stepping into the lobby. Scented candles and a really nice man checked us in and took his time showing us all the different places to visit on a map, as well as the districts NOT to venture in to as a tourist.…"
Lives up to all expectations!,"GREAT little boutique hotel with alot of style. Stayed in room 111, an interior room that was very quiet--no views. Friendly, helpful staff; convenient to everything I wanted to see. Clean, clean clean! Did not use their outside porch area at all, and just went every morning a…"
"Small But Clean, Safe & It's a Good Deal!","Visiting S.F. usually includes lots of time seeing the sights and doing all sorts of tourist stuff. And not spending lots of time in your hotel room, right? If that's true for you then stay at ""The Metro Hotel"". The rooms are small, but we'll laid out. They're clean, safe, and a…"
Great price for SF and cool place!,"You really can't beat the the price of the Metro Hotel in San Francisco! All other places to stay, even B & B's, are way more expensive than this place! The location is a little far from things but taking the bus is very easy.  It's a hip little place with great Wi-Fi, the rooms…"
Delightful stay at the Metro Hotel,"We stayed at the Metro Hotel for three nights and had a wonderful time. It's in  a great location, near many good restaurants, public transportation, and a few blocks from Haight-Ashbury and Golden Gate Park. The room was always clean, with fresh towels daily and relatively…"
Adorably quaint hotel in great location!,"We stayed in San Francisco for two nights and this hotel was perfect for our trip. Our room was small, but extremely clean, spacious bathroom, comfy bed and very convenient for walking to several of the sights."
"Quaint, great value!","Great spot, great location, great value, very clean and comfortable with helpful staff. Simple rooms but it is walking distance to Golden Gate Park, Haight St, with easy mass transit to other locations. Loved our time here."
PERFECT LITTLE SPOT!,"Everything about this hotel was terrific. I stayed for two nights in room 106. The room is tiny but its everything you could need after a day of exploring the city. Super comfy bed, TV, free wifi, clean bathroom & shower, high ceilings, & a fan. Room 106 is also steps away from…"
Great little place!,"Kind and helpful staff, very clean and quaint hotel. Can't beat the location for Haight Ashbury! Within walking distance of many good bars and restaurants. Highly recommended and will stay here again."
Basic hotel for a bargain price,"Very good but basic accommodations in the Lower Haight for a great price. Friendly personal service and comfortable beds. No breakfast, no elevator. Wireless works well. Plenty of places to eat nearby. Like others have said, I hesitate to review this place because I would prefer…"
"Clean, tidy room and friendly staff","We stayed in the Metro Hotel for three nights. It was a little small for us with all our luggage, but it was clean, tidy and in a great location. Good transport, easy walking distance to Castro. The staff were always supportive and ready to help."
Perfect home a way from home in San Francisco,"In a way, I don’t want to write this review because I want the Metro Hotel to be my little secret.  It was the perfect home away from home in San Francisco and the perfect antidote to an anodyne chain hotel experience.  It’s located in a charming neighbourhood with some…"
Loved staying at Metro Hotel,"My daughters and I loved staying at Metro Hotel.  First of all, the service was top notch.   All three staff at the reception desk were very friendly and accommodating.  I was met with smiling faces from the moment I check in until I checked out.  They even arranged my shuttle…"
Not a standard interstate hotel,"The Metro Hotel in San Francisco seems European, a huge contrast to hotels along interstate highways.  The rooms are small, charming, and quiet, probably better for adults than for families with young children.  Food and coffee adventures are within easy walking distance but not…"
great value find in perfect location,perfect location for exploring golden gate park & haight district. staff were wonderful. room was clean. bed comfortable. no coffee making facilities in the room but plenty amazing coffee shops within a couple blocks. really glad I got to stay here and would stay again in an…
"Great value, location and so comfortable",This is quite possibly the best value hotel in San Francisco.  It is in the hip Haight Ashbury area which has lots of dining options nearby.  It is a short MUNI ride to the city and it is relatively easy to get around San Francisco as the public transport is very good.  The bed…
The best bargain in San Fran,"The staff at the hotel were very, welcoming, warm and helpful.  The rooms are extremely accommodating. The beds were WONDERFUL.  It is all very clean. And it is right in the center of a great spot for restaurants, sites and the bus. We were extremely pleased and look forward to…"
Perfect stay,I researched many hotels before our trip to San Francisco from NY and having lived in SF for many years I knew exactly where this property was and had dined in the restaurant on the ground floor before.  This is the perfect central location!  The 24 Divis stop is 1 block up the…
"Location, Location, Location!!","My wife and daughter stayed here in March for spring break.  They absolutely loved the  location.  The hotel amenities, decor, and charm added to the experience.  The night time manager was a wealth of information.  Get your coffee at Vinyl coffee shop, and visit the Little…"
Cozy andan Francisco! Comfy,"Loved the hip, fun area and cleanliness.  There are numerous restaurants right nearby.  Our room was larger than we expected for 129 weekend.  I was cold, but that can be SF!  They had a space heater for me, nice linens, towel service fast...Lots of room for clothes and shoes."
Efficient clean and high-quality,This well-maintained hotel had a European feel. Everything is small and compact but it worked well. The staff responded to booking queries efficiently and with all of the necessary information. The booking was very easy to make. Their website is very straightforward and useful.…
"Visiting SF form Venice CA, I Stayed at The Metro Hotel recently and had a fabulous Experience.","Visiting SF form Venice CA, I Stayed at The Metro Hotel recently and had a fabulous experience. I was visiting for a reunion and birthday party. Shana who works the front desk was helpful and friendly and truly a wonderful soul to chat with. They were very accommodating to my…"
Feel at home in the City,"I booked this hotel as I wanted to be in the general area.  I knew nothing much about it, but it looked interesting and most of the reviews were pretty good.  We stayed four nights in total, our first night in a room on the second floor, and the other three in a studio apartment…"
Very vague. ,"I wasn't really sure how to feel about this hotel. It was really cool-looking, well decorated, and the rooms had a lot of amenities, but a few things happened while here that gave me pause...  One: The people working the front desk didn't seem like they were terribly excited to…"
Pliny Pilgramage,"We chose the Metro for a one night stay, it was perfect! The front desk was extremely friendly and helpful with local shopping and landmarks. The room was a bit noisy but expected in that location. Rooms were clean and very comfortable I will be back for sure. Make sure to visit…"
Very cool,"The Metro Hotel is very San Francisco! It has the look and funk that you would expect of a local hotel.  The beds are super comfortable though the pillows rock hard.  A very cool place, not just in the swanky sense but also in the thermal. My co-worker and I left the heater on…"
Nice little boutique hotel,"Great little boutique hotel in a great neighborhood.  A lot to visit at a walking distance (Lower Haight, Upper Haight, Golden Gate Park, Castro, the Mission, Hayes...) also public transportation to get elsewhere. Great restaurants within 4 blocks."
The Metro is Home Away from Home,"The Metro Hotel is not a luxury five star hotel, and that is why I loved it! It’s very much a place one can call home away from home. When I decided to take a trip with my friend, we were searching for fair prices at good, clean and safe locations. The Metro was our answer…"
The Mission,"We really liked the Metro! Best deal in town. Small and basic, but clean and functional with modern decor. It must be newly remodeled. Good beds! Everything worked. We had two sunny rooms with big new windows facing the street. It felt like old San Francisco with a chic make…"
Quaint and central ,"Well priced, very clean , nice rooms. The biggest problem is parking, there is a 24 hour Hospital lot about half a mile away or you can hunt for street parking, but be careful permits and street sweeping make it a challenge to find parking"
Dawn's 50th Birthday Celebration ,If you want the personal touch the metro hotel is for you!  They went over and above what they needed to do for us and I even got a gift for my birthday!  Shana was so kind and thoughtful.  It is a bit cold in the room so just bring your sweats and slippers!  I've never taken…
"Nice and basic hotel, good price","This is definitely not a 5 star hotel, but neither does it pretend to be so. It is a good reasonably priced hotel. The room is neither big or small, there are no frills, but the bed is confortable, heating was working ok, the windows prevent pretty much all noise from the…"
Nice hotel with a great rate,"We enjoyed our stay at the Metro Hotel.  The rate was excellent and the room, albeit very small, was workable.  The bathroom was also small but clean.  Frankly, when visiting in SF, I don't want to hang out in my room very much.  The staff were very warm and friendly.  We…"
Sweet Hotel in the Haight,This hotel is not one if you want to be at Fishermans Wharf. Instead you have a great little hotel which is in the very genuine Haight location.  You can dine with real locals at great restaurants - no tourist traps. Reasonably close to public transport (or just Uber). All the…
2nd time I stayed and glad I did!,"I stayed at the Metro before when I visited SF over a year ago. I was so glad to see that the Metro Hotel had a vacancy for 3 of the 4 days I stayed during this trip. This time, I traveled with my boyfriend and we got an interior room with a queen bed (instead of when I stayed…"
stay here!,"4.5 stars as advertised and other reviews indicate- a very clean, comfortable and ""cool"" place.  rooms are basic but everything you need.  staff very friendly.  we stayed in room 115 which is a little larger room.  transportation options anywhere are easily accessible.  we used…"
The staff is helpful and lovely to meet!,"The location was perfect for our stay...it was near our son's apartment. Best of all is the coffee shops nearby and the restaurant at the hotel. Perfect! The room was clean, roomy and ideal for us. The towels were plush :-)."
Great place & fantasic value,"Our son lives near here, so, when I asked him if he knew of a reasonable place to stay,  he suggested the Metro Hotel. This is a quaint smaller hotel, with very clean rooms & bath. We had a quiet room in the back & very restful night.  Very friendly staff. Restaurant on 1st…"
Family Friendly Environment,We purposely stayed near the Golden Gate Park to get away from the Market Street scene (not suitable for kids). All though the rooms were a little small the staff was very friendly and willing to share tips on best places to eat. There is a little market two blocks from the…
Very nice stay !,"We stayed at this hotel twice: once for 3 nights when we started our California road trip (in room 102) and 1 night at the end of our holiday (in room 101).   Both rooms were very clean, with comfortable beds.  I've read many reviews saying that rooms overlooking the streets are…"
great boutique hotel,This is a great place to stay in San Francisco. I'm reluctant to give a great review because I'd like to keep it a secret.  Shaina is one of the best hostesses we've encountered. Full of great insight and ideas catered to individual tastes. Can't wait to come back next year!…
Great friendly hotel in Haight/Castro,We spent 3 nights in this hotel as part of our honeymoon in July 2015.  We had been camping so it was so nice to sleep in a bed again with an ensuite! The room was basic and compact but nicely decorated and clean and had everything you needed. Very good value for money - more…
The only place I stay in SF!,"I stayed at the Metro Hotel two years ago after seeing how affordable the hotel was.  I wasn't sure what to expect since competing hotels are almost double the price!  However, the hotel was absolutely perfect. I returned to SF again this year and I knew instantly the place we…"
Cool stay in lower Haight ,"Great, simple, boutique hotel with chilled, happy and welcoming staff. In a great spot surrounded by excellent eateries. Easy access via the MUNI system to everything in San Francisco.   Handy to Haight-Ashbury, Hayes Valley, the Castro and Alamo Square. Park your car in one of…"
Funky hotel in fun place,"We stayed 3 nights here and found it to be the perfect spot for exploring San Francisco! Cool hotel interior with fun, unique designs and art. Very friendly and helpful staff. Easy access to within walking distance to Golden Gate Park, Haight Ashbury district, lots of other…"
little place in the big city,"Nice to find a reasonably priced hotel in the city of San Francisco.  OK its outside of the city centre, which is a plus for me. Its close to the more interesting places the town has to offer. A short bus or cycle ride to the Haight, Ashbury, Golden Gate Park areas. Divisadero…"
Basic Hotel near The Castro District,Our room was on the smaller side but it served the purpose of having a place to stay in San Francisco that is near public transportation and very affordable. We bought a multi-day MUNI pass and going around was a breeze. The Metro Hotel is very near MUNI stations. Its also…
a very exiting town hotel in sfo,"we had a room to the garden side and we had quiet nights, the personel was very helpful so we didn't find any problems public traffic is close by, so you may go downtown by bus with a 3 or 6 days muni passport"
Great price value,"Prices are great. But You do get what you pay for. Rooms are very small, but if you don't mind that its perfectly fine. There is no AC so if you go in the summer and its hot get ready for a very warm room. Hotel staff is extremely friendly and was super helpful and was very…"
Best value for money in SF,"This hotel remains me on boutique hotels which are common in big European cities. Great location, clean rooms,  human kindness... I will stay again here and I will recommended this hotel for all my friends!"
Excellent quality price ratio,"We spent 3 nights at the Metro hotel: very well situated in SFO, our room a little bit dark but absolutely quiet, very clean.  Only a boiler and some coffee/ tea is missing. Bid TV screen. Restaurants and dinners all around the area, buses to everywhere. Definitely a good choice…"
Excellent Location,We stayed here for 3 nights. It is an older building but right in the middle of old San Francisco buildings. Staff at the desk were most helpful. Walk out the door and catch a bust to Pier 39 or turn right and catch a bus to downtown Market Street. Very reasonably priced.
A real find on Haight,"Our family of five spent three nights here in July and were very happy with our stay. The staff of the Metro Hotel were all welcoming and friendly. Our Room 110 accommodated the whole family comfortably and everything was clean, fresh and welcoming including fluffy towels. As…"
Great Location,"My boyfriend and I booked the lowest priced room for a week back in June. This was our first time visiting San Francisco and weren't really sure what to expect. Upon arrival I was surprised and happily impressed by the ""look"" of the hotel lobby as well as our room.   We stayed…"
Quaint Old Hotel in the heart of San Francisco,Booked this hotel for a couple of night. It is an older building but very well maintained. The front desk staff is very helpful. If you want a place to stay cheap in downtown San Francisco look no further. Great central location for city touring.
Just What We Needed,"If you need to spread out in a hotel room, look elsewhere. If you need what my husband and I needed (a welcoming, inexpensive, centrally-located space to relax between adventures), then this is the place.   Because we wanted The Haight to be our ""home base"" for exploring the…"
Great location and great value.,"This hotel is in a great location, close to various bus stops that connect you to BART or MUNI. There are some great restaurants within walking distance with a cool Italian place right next door and walking distance from the Haight and Ashbury district as well as Buena Vista…"
"Great location, but noisy!","Stayed one night here. Didn't get a wink of sleep. The streetside room was a very noisy and as soon as the sun poked up the blinds in the room aren't black out blinds so the sun blazes through the shades. Great location for food and entertainment, nice clean rooms. Small but for…"
My home from home,"The Metro is my home from home when I visit San Francisco. The whole staff is so nice.  The location is perfect, Haight street two blocks away.  The Painted Ladies a 10 minute walk away. The bus stops on the same block near the hotel. Places to eat all over the area. This is my…"
"Metro Hotel is reasonable ($), convenient, and clean - a great stay","This hotel was the perfect place for my husband and I to stay while visiting our son who lived 2 blocks away. We stayed 2 nights at the beginning of a longer trip in California. Since the next leg of our trip was more expensive and luxurious, we were looking for a place to sleep…"
Our Go-To Hotel,"Although myself and my partner only stayed one night, it was amazing. The staff was so friendly and hospitable. From the moment you walk in it feels so inviting and cozy. Although parking was a bit of a hassle we were able to snag the closest parking meter so that really wasn't…"
Amazing!,"I stayed there with my boyfriend a couple nights ago, and everything was so clean and everyone from front desk to housekeeping were friendly! Thumbs up to Shaina for giving us tips on what to do on our visit! The rooms were small, but really clean! Gives you that great San…"
Would be 5 stars if they had PARKING,"My boyfriend and I loved our stay at the Metro Hotel! However, parking was a HUGE issue. We had to drive a few blocks away and pay to park overnight at the DMV. It's either that, or circle around the block 184937 times hoping that someone will give up their street parking spot.…"
A Great Place to Stay in San Francisco,"The Metro Hotel is a gem of a place to stay in Lower Haight. It's a boutique hotel that's clean, convenient and affordable! The hotel staff is delightful and helpful. And the location is great for running in Golden Gate Park, good restaurants, coffee shops, nearby shopping and…"
"Great Hotel, Until You Try to Sleep","For the price you can't beat the Metro Hotel.  The rooms are small, but clean.  The staff is very friendly and helpful.  It's in a good location.  The problem is that the rooms are not soundproofed and it is very noisy.  We were in room 111 and we got noise from Divisadero St.,…"
Metro hotel,We stayed in Metro hotel for 5 nights. We enjoyed very much. Shanna was very helpful. She told us where to go in San francisco and what to eat nearby. I liked the Thai restaurant in front of the hotel. We will stay at Metro when we visit SF. 
Good stay,"Know what you are getting. Great staff, not just helpful, but very nice. Clean, decent, nice art, good bed. Small room, no elevator, neighborhood (not in the middle of touristy area).Price is right. Our third stay, look forward to our next."
Reasonable price and helpful staff,"We very much enjoyed our stay here, it was quite a way out from the more touristy parts of san francisco, so every day we enjoyed a long walk over the hilly streets of San Francisco. If you are visiting as a tourist you may find it a little bit too far out, but if you want to be…"
Very impressive neighborhood hotel!,"My wife and I (from west central Illinois) stayed at The Metro April 2-6, 2015.  We had heard about it from relatives who have stayed there several times.  They spoke highly of it...and rightfully so we soon learned.  The registration staff was friendly, inviting, and helpful. …"
Great overall experience!,My boyfriend and I stayed here for 2 nights and we found this place to be much nicer than a different (more expensive) hotel we've stayed at in SF. I truly have nothing negative to say about our stay. The staff was great; the room was very clean; comfortable bed for 2; wifi;…
Such a pleasant surprise!,"My boyfriend & I stayed at Metro Hotel for 4 nights. While it was a ""frugal"" hotel, we couldn't have been happier. It was EXTREMELY clean & the staff was incredibly friendly & helpful. The room we stayed in was fairly small with a full size bed, but that bed was very comfortable…"
"Great Value, Support Local Businesses!","We found a great rate at this small, intimate hotel. It was in a great location, with close proximity to bars, restaurants, Alamo Square, Golden Gate Park, and much more! The staff were super friendly, letting us drop our bags with them since we arrived early. Our room was very…"
Great location clean and super nice staff :),this hotel was the absolute best hotel I have ever stayed in. we stayed for three nights.   It is a little hotel with cute little rooms. Me and my brother shared double room with two twin size bed's. we had a little TV and a good-sized bathroom. My parents stayed in the queen…
Great Experience,"Writing this a little belated, but I stayed here almost a year ago. The fact that I am taking the time to write about it a year later says something.  Off the bat the staff was very helpful and friendly. They have a suggestion log from visitors of places to go, which was cute.…"
Be prepared to walk several blocks,"The hotel is okay (if you don't mind small rooms), but the only parking is on the street. We had to drive around for about 20 minutes before we found a space several blocks away. Had we known about that, we would have made other arrangements. No in-room amenities, such as coffee…"
Great find! Would recommend!,"I stayed here over Thanksgiving week with my boyfriend and another couple. The staff was unbelievably helpful and knowledgeable about the area. They had great recommendations for everything we asked for from food to attractions, best places to see the bridge and places that are…"
Fabulous find in the lower Haight,"I hesitate to review this hotel because I would sort of like to keep it my secret--it is a small, no frills place with only two floors of rooms, one set on the second floor, another set on the third floor.  There's no elevator, so you carry your luggage up the stairs.  Bring…"
Will stay there again!,"We wanted a hotel near our son in Haight-Ashbury; I think this is the only one, and it came with good recommendations. We had room 108, over the pizza restaurant, with a view of the garden and the Gazebo. The room is small, with a large closet (perfect if you want to stay a long…"
The Place to stay,"Spend three night there recently, everything was perfect. Location great, very friendly, safe neighborhood, with plenty of good options for food or drinks within a block or two. Shana at the front desk was a charm and full of great recommendations. Hotel was spotless, room very…"
Great Value,Great location in Haight! The hotel is a walk-up and the rooms are very minimal but clean. We barely spent time in the room since there is so much to do in the area! (haight street and golden gate park are close by) We stayed in an interior room so that we weren't overlooking…
Metro Delivers,My daughter and I stayed at the Metro one night and I returned a week later for another night. The place promises a small clean room with a personal touch and a fair price. It delivers on all that. The night staff and the morning staff were uniformly friendly and helpful…
Incredible Value in SF,"Truly a hidden gem of a hotel in San Francisco.  The Metro Hotel is a great value for clean, comfortable no-frills accommodation.   The ROOMS:  They're small, but sufficient.  Very clean.  Quite comfortable queen-sized beds.  Ceiling fan and good lighting.  We had an ""interior…"
Can't wait to go back!,The Metro Hotel is fantastic. Still feel like I got the deal of the century staying here. We chose the hotel based on price and proximity to The Independent where we saw a concert. But I would stay here again even without a concert to attend. The staff is very friendly and upon…
Rm 107,"Overall: Small room with refreshingly clean and large bathroom. It was a very reasonable price for being able to stay within walking distance of lower Haight. It was nice having a room to retire to after spending time with friends and family in the city. However, this is…"
Worst night of sleep ever,I opted to stay in a slightly cheaper room which was described as being good for a heavy sleeper and as being able to hear kitchen noises in the morning. I decided that would not be a problem since I had to leave at 4 the next morning for a flight. Unfortunately the noise was…
Best in show,"The Metro Hotel is a honey of a hotel. As soon as we crossed the threshold we received a warm welcome and a funny stories from ""Miss Gina"". Our room was great, a nice comfortable bed, a sofa, plenty of closet space and a great view of the garden. There are good restaurants in…"
A good place for budget travellers,"The staff here were friendly and helpful. Yes, you have to carry your bags up some stairs, but these rooms were $88 per night. You get a good deal for the money you pay.   The rooms are slightly on the small side, but the bathrooms are big and well-equipped. The neighbourhood is…"
Great choice for budget hotel in San Francisco,"Thank you TripAdvisor for bringing this gem to my attention. Budget hotel in San Francisco sounds like an oxymoron, especially good budget hotel. But I was amazed to get such a clean comfortable room for $100. That said, as you walk the creaky stairs, hallways etc you will be…"
Was an excellent choice,"my goodness, first time in SF and I used Trip Advisor to find this hotel. All the positive recommendations are correct. The staff and service is great. The accommodation is clean and we had a second floor room at the back and it was very quiet. If you are elderly, overweight,…"
"Perfect location, super friendly staff","I choose the Metro Hotel due to it's convenient location to a concert venue. But's also perfect for sight-seeing: Alamo Square and Haight/Ashbury are in walking distance. The neighborhood is really nice as well. The rooms are pretty small but very nice and clean! Unfortunately,…"
Best Kept Secret with the best front desk staff!,"I couldn't have asked for a better experience in SF! I loved everything about this place. It was small but that was expected but clean.    I almost do not want to share this information in fear that next time I want to stay here, I may not find a room! I would stay here again…"
Stay Here!,"We found that all of the positive reviews were correct - room was very CLEAN (only soap provided though), staff were friendly and informative, transportation easy to get to and frequent, many areas either nearby or easily accessible....   They can help you catch a shuttle…"
Exactly what we were looking for!!!!,Being born and raised in NY alternate street parking is part of life... Remember your visiting one of the most densely populated cities on this planet... Staff was Super Nice and accommodating... We had two nights and wanted to take in San Fransisco and METRO delivered for its…
Top of the Wozza for Budget Hotel,WoOoW this place was just great for a 3 day stay. We did not want anything fancy just somewhere to sleep at the end of a very busy day playing tourists.  Given there are no frills expect to carry your bags up stairs. There is no lift so pack lightly.  There is no tea and coffee…
Unbelievable Customer Service,"After arriving at the Metro Hotel to celebrate by 40th Birthday I discovered that I had no reservation. My own booking mistake! The staff amazingly phoned, price shopped and booked an alternate location nearby for me. I was blown away. Half of our party stayed at the hotel and…"
"Clean, convenient and very nice people working here!","I was so impressed with The Metro Hotel. My friend and I stayed for two nights while in San Francisco. The hotel was conveniently located, clean, smelled nice in the halls, and was the best priced hotel I found in the San Francisco area! I loved the people who worked there. I…"
Great hotel in a great spot!,"We stayed here for a couple of days in August 2014 and absolutely loved it. I think it technically is in an area called The Castro (I could be wrong) but wherever it is, its in a great spot! Lots of restaurants near by, walking distance to Golden Gate Park and not far from all…"
"Great value, great location","The room wasn't very big but just fine for us. We had a room which faced the street, which was a bit noisy, so if you are a light sleeper kind that in mind.   Location is very hip and cool neighborhood with lots of restaurants and coffee shops. The centre is around the corner…"
Excellent VFM,"We stayed at The Metro Hotel for one night whilst passing through San Francisco.   Simple, stylish and excellent value for money.  We had room 110 which I would recommend even if you don't need the additional bed in the separate room as this room was much bigger than the rooms…"
City portion of No Cal Honeymoon,"We choose the Metro for it's affordable nightly price and location outside of normal tourist track, in an attempt to experience the city as close to an actual resident would as possible for the two days we would be in the city.  Upon arrival, around noon on June 29th, we spoke…"
"Perfect location, live like a local","The Metro is intimate, and the perfect place to stay if you want to be away from the tourist crowds. We got up each morning and ran in Golden Gate Park (it's that close), and stopped on the way back at a fabulous local bakery for a couple of coffees. We walked to Haight-Ashbury…"
Good for what you pay.,"The hotel was nothing special but was perfect for the low price! It was in a great location to get to Haight-Ashbury, golden gate park, Alamo square, the Fillmore, and bars for late night fun. The room is little, but we didn't spend much time in it, so it worked fine. My only…"
Small character hotel - clean with personality,"We stayed here for 3 nights in July 2014. It's a perfect oasis away from the hustle and bustle of the tourist crowds around Fisherman's Wharf and downtown. Easy access to downtown, the Castro, Haight Ashbury. The room is small, with a small bathroom with shower only, but very…"
Great Little Hotel,"Very good value for money. My friends complained their rooms were too small however I had the ""godfather room"" complete with giant horse head on the wall and I was quite happy with my room. Hotel staff were very welcoming and friendly. Hotel in a great spot to check out all the…"
Still Perfection!,"I call myself SF Exile for a reason.  My job prevents me from living in my beloved home town.  Trips back to visit friends and family make this situation bearable, as does staying at the Metro. Many things about the Metro have been upgraded since my last review.  It's nicely…"
"So accommodating, Excellent location, awesome service, clean room!",San Francisco was mine and my friends last stop on a 14 day road trip around the center of California - The Metro Hotel was delicately chosen a year prior after reading several reviews and making sure it was in a good location. We were SO pleasantly surprised!! The front desk…
Great location/value,"What a little gem the Metro is! It's within walking distance to Haight/Ashbury and GG Park. We followed the advice of another Tripadvisor user and stayed in a room at the back of the hotel, which was said to be quieter than the rooms on the front of the hotel. There is a…"
Fun little place in SF at a great price,"We grabbed a room here for a one night stay because all of out other favorite places were booked.  What a great surprise!  For under $150 we had our own little studio apartment with a private entrance.  I almost don't want to review it, because I want to keep it all to myself. …"
Great Value,"When you stay in San Francisco, your choices are $300-$500. This family owned and operated hotel is not in that price range. It's not fancy, but for a trip to the city, where you are spending your time enjoying the sights and phenomenal restaurants, this is where you sleep and…"
Great value for money,"This was a terrific price for a hotel in SF.  You're on the fringe of Haight-Ashbury (actually in Lower Haight) and within thirty minutes you can be in Hayes Valley.  (Although I discovered the bus system, and it made life much easier -- taxis are not that easy to get....)  You…"
Great stay,"We stayed here for a couple of nights and really enjoyed our stay. Great location in the Lower Haight and close to lots of good bars and restaurants and of course Haight/Ashbury.  The room was great, nicely decorated and clean and bright. The staff were friendly and helpful. The…"
great spot half way between city & gardens,Quirky little place great to get the real feel of San Francisco. Great little court yard next to great pizza shop. Very helpful staff who are local. Got suggestions from staff where to eat and had great meals. Room bed good.  Yes a fridge in the room would be good.
Very funky and very friendly staff!,we loved this little place! my partner and I had a great time here. All staff that we spoke to where so friendly. The lady staff member (with the short hair) was very helpful when my phone had been stolen out of my pocket in downtown san fran! she helped me with the police…
Great Stay!,"I love the little garden oasis, and the employees were nice. The room was spacy and warm.   I think that they should put fridges in each room, because we did not have one and we did a lot of walking so it would be great if we could keep the drinks cold.   The cleaning was great,…"
Great price & location,"Stayed here for four nights in early April and had a great time. The rooms are a little small, but the location is great, right in the heart of SF, so you feel like a native. Staff are very friendly and helpful, the hotel has free wifi, and has great access to local restaurants…"
Great place to stay,"We found out about the metro from our daughter in-law's parents. I think we found the best kept secret in San Francisco. We've been to the city countless times, stayed in way more expensive places, and have now found the perfect hotel for us. It's convienent, very friendly, and…"
