Hotel Name,Title,Text,Date,Rating,Traveller Type
San Francisco City Center Hostel,"Sorry, do not recommend","The location wasn't the best in San Fran..room was very small, hardly space to move around. Shower stream was extreamly low with almost no hot water. The toilets were almost impossible to use as was too close to sink. We had to wash our dishes after breakfast. The building and its facilities (including elevator) are very old, not the value for money I expected",10/1/2016,2,Couple
San Francisco City Center Hostel,Great cosy hostel,lovely hostel with really friendly staff. we had a private room wich was basic but OK. no TV though but didn't miss it..just go down to the bar wich is in the hostel and you'll have a great night. only downside is the location..lots of homeless people around..,11/1/2016,5,Solo
San Francisco City Center Hostel,location is a problem…,"I booked private room with bathroom (ensuite) and it was great. Enough space to organize my stuffs, clean bathroom and very confortable bed. Breakfast is lowly. And location is very bad (chinatown), besides being dirty, it is not safe for lonely women during night",10/1/2016,4,Business
San Francisco City Center Hostel,"A really great, good value option","I stayed here overnight at the start of November, wanting a cheaper, good value, downtown option. I was delighted. The hostel is situated close-by to all the different public transport systems but you can easily walk into the main shopping area (Market Street) of San Francisco. The hostel is impeccably run. The staff are friendly and informative and the place has a really great vibe. The bedrooms are very clean and the beds extraordinarily comfy, which makes for a really great nights sleep. There is some noise from outside but there's always going to be as you're in the heart of a big city and you're staying in an old building. The noise wasn't an issue for me and certainly didn't disturb my sleep! 
The breakfasts here are wonderful. There are an abundance of bagels, bread/toast, tea and coffee and juice and for a dollar you can have a mountain of American pancakes or eggs any which way you'd like them. 
I would have no hesitation in returning to this place, give it a go if you get the chance.",11/1/2016,5,Family
San Francisco City Center Hostel,An amazing experience. So much more then a hostel: An awesone project with beautiful impact in the community!,"My stay was amazing. This is home away from home with super helpful staff, very clean rooms, and awesome pancake and bagels breakfast and all that you need while travelling!
The building is amazing and very well kept. Centrally located and easily accesible is definately a must go when you are planning a trip to SF.
Molly, the manager, is one if the nicest people you'll ever meet!
Really an enjoyable experience!",11/1/2016,5,Solo
San Francisco City Center Hostel,Awesome spot to stay in the city,"Fantastic hostel with eye-popping, bonkers decor (in the best way). You can see how much the people who work there care about their work, the guests' experiences and the surrounding neighborhood, which is definitely rough around the edges, but I found it to be all bark, no bite. There's a beer and wine bar inside the hostel (only open to guests though). Great bar, Emperor Norton's, right around the corner. Polk Street nearby had a ton of nightlife as well, and there's a bunch of great Vietnamese joints in the neighborhood. Staff were awesome, bagels at breakfast were really good, location in city center made it easy to get anywhere pretty fast. Will definitely book again.",10/1/2016,5,Solo
San Francisco City Center Hostel,Great home base for a weekend in the city!,"This was my first time in SF, so I wasn't sure what to expect. However, I have only good things to say about the HI City Center. The hostel was easy enough to get to from the airport, just a 10 minute walk from Civic Center station on the bart. Uber pool here also seems to be cheaper than most other cities, so I relied on that a bit given the neighborhood the hostel is located in. The part of town isn't the greatest but even traveling by myself I never did feel unsafe--everyone keeps mostly to themselves and there's often a security presence nearby. 

Check in staff was friendly and hospitable; they explained the layout of the hoste and offered directions and bag holding, but I was lucky enough to be able to check in early. The private room and bathroom were spacious, clean, tasteful, and went far beyond what I expect from a hostel. 

Free breakfast downstairs in the morning- bagels, toast, oatmeal, juice (or 1$ eggs/pancakes) was a winner, and the bar in the lobby served as a better place to start the night than most bars around - Cash only but there's an atm around the corner. The free coffee is served I think at all hours, and is also very good.

I'll definitely be coming back to stay with HI City Center again!",10/1/2016,5,Solo
San Francisco City Center Hostel,Nice homey feel in the city,"Downtown hostel in a not so great area..lots of homeless around outside. However, door security and once inside wonderfully warm and hospitable. Felt safe, rooms clean tidy and we'll maintained, lovely communal lounge areas and a bar inside of hostel.
Great staff and really cheap for San fran, my friend and I stayed in a 4 bed female dorm for 3 nights was great private bathroom. Good mix of guests from 20 something travellers to mature business people intown for local conferences. Regular visitors, movies and free meals (nominal charge eg pasta tuesday..a one dollar charge for evening pasta meal! )
Great if ur on a budget! For all ages only draw back if any is there is no inhouse laundry",10/1/2016,5,Friends
San Francisco City Center Hostel,Amazing trendy hostel at a great price!,"I have stayed at HI City center a handful of times when I visit san francisco and am always surprised by how incredible it is for the price. It remains one of the cheapest hostels in SF while still offering incredible service and amenities. This last trip I stayed in a private room for the first time and it was on par with staying in a hotel. The decor gives it a great vibe, the staff is always super friendly, there's free breakfast and just for a buck you can add eggs or pancakes! It has an awesome bar attached to it with some of the cheapest prices of beer you'll find around. I will always go to City Center when I visit SF. I highly recommend this place!!",10/1/2016,5,Family
San Francisco City Center Hostel,Great Hostel in the city centre!,"Nice room with private bathroom. Free breakfast with bagels and jam!
There is nothing wrong with the neighbourhood, hostel is perfectly safe! Friendly staff. Short walk to bus and metro. Close to Union Square.",7/1/2016,5,Couple
San Francisco City Center Hostel,"Great Hostel, dodgy area!","My partner and I stayed here for 5 nights. The stay there was started off on a high, as when booked our stay, we wanted a little fun and requested that they put a funny photo of Nicholas Cage on the bed for us for a laugh. They not only put the photo on the bed, but scattered 5 other photos around the room! This kind of staff commitment always makes for an awesome stay wherever you are

Pros: 
The rooms were nice and simple (the way I like it) and the bed were so comfy! 
The free inclusive breakfast was great for someone on budget 
The staff were super friendly 
The hostel was aways popping and had something going on
The whole building was just designed and decorated awesomely! 
The location, even though maybe not in the nicest location was central to everything and just a 10-15 minute uber ride everywhere you would want to go! 

Cons:
As I said before, it's not in the nicest location. But be that as it may, it's not a problem unless you put yourself in harms way. Like there isn't anything touristy around the hostel so why be out there past a certain time? Just stick to the immediate block for food purposes or go somewhere else for dinner and drinks then get dropped off right at the door. Simple! 
People also said the noise outside was making it hard to sleep. Well get over it because your staying in the middle of a highly populated city. It's going to be loud 24/7. 

All in all I really enjoyed my stay here! Keep up the good work guys!",10/1/2016,5,Couple
San Francisco City Center Hostel,Great hostel. Bad area.,"The hostel is 4 stars. It's adorably decorated, clean, and the staff is great. The 2 bunk bed room I stayed in was a tight fit but luckily my roommates and I were on different schedules for arriving, leaving, getting ready, etc. 

As other reviews have said, the area is rough. I came prepared as I'd visited SF before so I was aware of the homeless population. I saw drug deals, people carrying around their crack pipe, and people yelling and talking to themselves. At times I had to weave my way around homeless people clogging the sidewalk and step over puddles of urine. 

In the end, I saved a lot of money staying here. I was never stopped or asked for anything by any of the people living on the street around the hostel. I went out alone during the day and at dinner time and walked around the area. I took an Uber after dark. The House of Thai two blocks up was delicious and reasonably priced. It was worth staying here for this trip but I don't think I'd return.",10/1/2016,3,Solo
San Francisco City Center Hostel,"
Great hostel in the centre of San Francisco","We had a fantastic stay at the hostel and we’d recommend staying there. It’s a beautiful building, full of character. Our room and en-suite bathroom were spacious and very clean, and we had views of downtown San Francisco from the window. 

The hostel staff were very helpful and friendly with extensive knowledge of the city. The hostel is very centrally located - we walked all over the city from there. There are some great restaurants nearby, including Rusty’s Southern.

The complimentary breakfasts were generous and tasty. We went for one-dollar pancakes every day - delicious, filling and excellent value. We also very much appreciated the free tea and coffee all day.",9/1/2016,5,Couple
San Francisco City Center Hostel,"
So awesome!!!!","I've stayed in this hostel consistently over the last 10 years, whenever I come into the city. I always come back because it's clean and friendly and it seems to be improving every year. I really love the decor, and the staff are very helpful and nice.",9/1/2016,5,Solo
San Francisco City Center Hostel,Sketchy location- cool hostel,Loved this hostel. Members of staff really nice (especially Sean). Didn't like the area but the hostel was so nice and clean that it didn't matter. Great atmosphere and amazing tea and coffee facilities for us British girls!,8/1/2016,4,Friends
San Francisco City Center Hostel,"Nice Hostel, but…","Let me begin by saying that this hostel is great with quaint look and jolly atmosphere. I usually go to the downtown hostel in San Francisco, but I stayed with them for a change earlier this year. I had a very comfortable stay with them, and I had no issues with their staff or logistics. They were doing fine job. The homeless problem around is frustrating but I didn't find that a bummer personally--the dirty street, though, was. I would avoid that location. 

But let me also say that I was shocked to see their staff involved in substance and alcohol in their duty hours. Sometimes they would behave very strangely. Neither of us got into each other's hair, but I decided to avoid this hostel and Tenderloin altogether. I surmise this hostel can become a better place if it is made drug and alcohol-free. I know many people at hostelling international and I'd prefer to have my conversation with them on matters other than this review. I dont feel happy to write this review, though.",2/1/2016,3,Solo
San Francisco City Center Hostel,"Good hostel, poor location","Safety of the location is of a huge concern. There is a big issue with those suffering from substance abuse and living homeless in the area. Tenderloin district of San Fransisco is also very dirty and run down. Hostel itself is good, but nothing special",8/1/2016,2,Friends
San Francisco City Center Hostel,"Accommodation was good, but the area was not so safe.","The accommodation was good. The room I shared and public space was clean. I shared the room with three other room mates and they were respectful. Staff was kind and answered to many questions I asked.

The area hostel located in wasn't ghetto though, I felt the neighborhood was not so safe. I smelled strong marijuana many times as walking the street around there. I saw many homeless. They didn't beg for me aggressively.",3/1/2016,3,Solo
San Francisco City Center Hostel,,"This was my first time staying in a hostel and it was a great experience. Staff were friendly upon arrival and very helpful. The group of girls I stayed in a dorm with were from my city and my age, whether this was intentional or not it was nice. Beds were very comfy and it was very clean. Had no issue with noise at all. Breakfast was great with $1 for pancakes or eggs, and you get four! Checkout was easy and they are able to hold your luggage. Wifi was great and everyone staying here was really friendly. Reception team are awesome.",8/1/2016,5,Solo
San Francisco City Center Hostel,,"I stayed here for 3 nights in June. Hostel was clean, beds were fine. The free breakfast was ok. Better than a lot of hostels I've been in anyway. 

The real highlight of the hostel was the bar. Considering San Fran is generally a really expensive city the pints were pretty cheap, especially during happy hour. The beers they had were local and very good also. 

The only hostel activity I did was the pub crawl which was great. A decent number of people were on it and all the bars were good and reasonably priced. 

It's located near some good food spots and bars on Polk street. Although it does appear to be in the middle of a bit of a hotspot for homeless people. They didn't cause any real issues but I'd definitely be a bit wary as there is a lot of 'characters' in the area.",7/1/2016,5,Friends
San Francisco City Center Hostel,,"We stayed in a private double room for 3 nights. We were pleasantly surprised when we opened the door to our lovely double room. Sunlight was streaming in onto the beautifully made bed. Everything was so clean and lovely. Much more character than a hotel room too. 
Staff super friendly too. Would definitely recommend",8/1/2016,5,Couple
San Francisco City Center Hostel,,"Our experience was very nice. The staff is very friendly, and go above and beyond in their customer service. Free breakfast is quite basic, however, for $1 you can get 4 pancakes or a plate of eggs, which is more than one usually gets at a hostel breakfast. The location is good in the sense that it's not too far from union square. However.... Just a street away, it gets a bit sketchy, with a very large population of homeless crowding the streets. Other than that, a wonderful place to stay!",8/1/2016,4,Couple
San Francisco City Center Hostel,,"Basically a good hostel, but not the best of where I've been till now. The sockets in the room were not practical at all in my room at first, because I was assigned an upper bed in the bunk and the socket was low on the wall. Due to that I asked for a change in my room and had to wait 2 nights. The problem was finally solved in my next room but there the wifi was very slow and bad. Then it also happened that I wanted to enter my room and my crd suddenly stopped working, and I had to walk to the reception for them to do something. This happened twice.. annoying.
The area was not really a nice area but if you don't walk there at night you should be okay.",1/1/2016,3,Solo
San Francisco City Center Hostel,,I could not fault the hostel or its staff. The service was good. The breakfast was yummy. A good place to stay. The only problem is that the area around the hostel is bad. Homeless and drugs were everywhere,7/1/2016,5,Friends
San Francisco City Center Hostel,,"My husband and I stayed in a 4 bed dorm for 3 nights. The room and bathroom were clean, comfy beds and nice linen, big lockers for storage. Breakfast was great, able to pay $1 for eggs or pancakes. Bar in the evenings sold $4 beers ($3 during happy hour) and a great place to hang and meet people. We found the location no problem at all, at first it can be daunting walking down Ellis Street amongst the great number of homeless people but we were ignored by them for the most part. Easy enough to walk down alternative streets to Union Square to avoid it tho if it makes you feel uncomfortable. We walked everywhere and got a great feel for the city!",7/1/2016,5,Couple
San Francisco City Center Hostel,,"This is one great hostel, very clean and nicely decorated, cool vibe throughout the hotel the staffs are friendly. Old and young are welcome in this property.
I stayed in one of their private rooms located in 5th floor it was roomy, got ""walk in"" to store our 2 luggages and hang some clothing, very bright room which get a bit warm during the day because of direct sun so leave the window open a bit to allow the cool air. Bring your earplug and your favorite book, it is noisy outside and room got no aircon and no tv but i dont miss them at all, im out all day long. 

Please note that hotel located in bad and dingy area, homeless are everywhere. This is the first time i feel a bit unsafe walking during evening. Just be aware of your surrounding, avoid street that is too quiet or just use uber when not sure.",7/1/2016,5,Couple
San Francisco City Center Hostel,,"We really enjoyed our stay at the hostel. Staff were very friendly at check in and offered us advice about where to go. We stayed in a 5 bed dorm which was basic but very clean. The hostel bar is very cheap, you can get a pint for $3! The kitchen facilities were also great and the hostel provides free bagels and tea/coffee for breakfast. The only downside to the hostel is the location. It is located on the outskirts of the tenderloin area, so we did feel slightly uneasy around the hostel at night time. However, it is only a short walk to Union square.",6/1/2016,4,Friends
San Francisco City Center Hostel,,"Really enjoyed staying at this hostel - 3 nights in an ensuite double - felt more like a boutique hotel! The staff were friendly and helpful. Although the area is not the nicest (don't walk far along Eddy or Ellis if you can avoid), it's easy to get to union square and around via bus / metro. The breakfast was good - coffee, OJ and bagels were free!",7/1/2016,5,Couple
San Francisco City Center Hostel,,I have i greatest time! Te place is super cool and the people always been friendly! Te hostel show activities and have some promotions like for rent bikes.. and sometimes the make dinner for sharing. They make a pretty good job..,6/1/2016,5,Solo
San Francisco City Center Hostel,,"Location is not great, a lot of homeless wandering around. But they never bothered us.
Really close to bus stops. Rooms were fine, beds were comfortable.
The $1 breakfast was great. So was the continental free breakfast. And they have a great kitchen. Would stay her again.",6/1/2016,4,Friends
San Francisco City Center Hostel,,"I moved from their other property - the Downtown hostel - to the City Center hostel since I wanted to extend my stay and the former was already fully booked.
The 4 bed dorms are pretty small but clean. Breakfast is ok too.
The neighborhood is a bit shady but it didn't really bother me and I felt safe at all times.
However I found the ''no outside alcohol'' rule quite strange so one is basically forced to spend money at the bar (which is not that expensive though). Never experienced this in any other hostel.",6/1/2016,4,Solo
San Francisco City Center Hostel,,"I stayed here for just one night in a private room with a private bathroom. The room was beautiful and nicely decorate, and the mattress was heavenly!! The bathroom was nice and modern, although it's a very small, tight space. The streets surrounding the hostel aren't very nice or safe, but the hostel had security and a guest identification system to keep guests safe which I appreciate. It seemed to be a very busy and fast paced environment, I would recommend it to travellers looking for affordable accommodation for a few nights.",6/1/2016,4,Friends
San Francisco City Center Hostel,,"I've stayed here twice, in June of 2010 and December of 2013; each time traveling alone.
In June of 2010, I stayed in a 4 bed dorm. The other beds were occupied each night. Overall, it was a better experience than I thought it would be. Although, there are a few cons: 1) Some people were coming and going in the middle of the night one night; and 2) If you're a light sleeper, you might be woken up if the person you are sharing the bunk bed with gets up during the night for any reason. Several days, during the day, I had the room to myself.
I stayed in a private room in December of 2013. I preferred it over the dorm. It is more expensive, however, but you do get a private bathroom. Private rooms do not have TV's either.
The WIFI worked well. The free breakfast is alright for being free. It includes bread and jam, juice and coffee. There is a full kitchen available for guests to use. And there are spacious common areas. The staff was friendly. The location is not bad, centrally located and near public transportation.",12/1/2015,3,Solo
San Francisco City Center Hostel,,"As soon as I walked in I knew I had done good getting a bed here. Now whether this was because of the amaxing eclectic decor, the streamers and lights and such hanging about clad with pride flag colours or the smiles on the faces of the desk clerks, I dont know, but yeah, loved this place. Was super happy to find that my room had its own bathroom... which may have been specified when I made the reservation but... I forgot ookay, only human here ;) The beds were comfy, the rooms were cleaned daily, and the breakfast was served from 7:30 to 11:30 which was freaking awesome because seriousy who wants to get up early on vavaction! Best of all, its wheelchair friendly as there is a wonderful old-style elevator allowing access to every floor!",6/1/2016,5,Solo
San Francisco City Center Hostel,,"Location: Very central and easy to get to public transport. Lots of busses, the touristy cable car is a short walk away, as well as the MUNI trams and BART trains. I saw a lot of comments before I booked about the area being a bit rough, which are true. But consider that San Francisco has a really serious problem with homelessness, and that many areas will be the same. I never felt unsafe or had any trouble walking around the neighborhood. 
The hotel itself: The room was clean, including the bathroom, floors and bedding. It was cleaned every day with fresh towels left for us. 
The front desk had various items for borrowing or purchase like an iron, hair dryer, and padlocks. They went to a lot of effort to organise activities like tours for guests, and the staff I interacted with were helpful and informative. 
The communal kitchen was spotless. The free breakfast included each morning was pretty generous -bagels or toast, coffee, juice and spreads. Additional pancakes or eggs for a dollar.",5/1/2016,5,Friends
San Francisco City Center Hostel,,"I stayed at the City Center Hostel on a recent trip to the USA. I found the hostel online and booked it due to its cheap price, and its location. 

The hostel itself is located in Tenderloin, which is by no means the most salubrious of locations. An Uber driver told me that it is the sort of place that tourists should not walk around at night as it was unsafe. Each morning when I left the hostel I was met by numerous homeless individuals. On the same street a few blocks away are several homeless shelters, and as such much of the street is filled with beggers, people trying to sell their belongings etc. As a substantial gentleman (5ft 11, 240lbs) I could brush this off, however this could be quite intimidating to a woman. The sight of so many people in need of help could also be found distressing. In fact on my final night around 40 volunteers checked in as they were intending to work with the homeless that week. 

Despite this however the location was useful. It was a short 10 minute walk to Union Square and the Westfield Mall. From these locations you could quite easily get public transport to other areas of the city. 

In regards to accommodation, I was in a 4 bed dorm with an en-suite. The room itself was tidy and large lockers are available to store your belongings in. My one gripe was that the bed did not have a ladder to get up to the top bunk. As someone who tore up knee ligaments within the last 12 months, I was not to keen on getting out of bed in the mornings as the bunks themselves were quite high.

Each morning there was a free continental breakfast, bread/bagels with jam. This is served in the bar area. There is a large kitchen which is available for use by the guests. In general the staff were friendly, and the building felt secure. I didn't really enjoy the bar in the evenings. The atmosphere felt a little forced. Food was permitted to be brought into the building, however alcohol consumption was not permitted unless bought at the bar.

As is standard in hostels, there was free Wi-fi and large communal areas. There were nightly activities put on by the staff and a board of local free events which was updated each morning.

Overall I enjoyed my stay, but it was not the best hostel I stayed in on my travels. For some reason, the hostel felt a little anti-social. However this does not put me off recommending it for fellow travellers.",3/1/2016,4,Solo
San Francisco City Center Hostel,,It was a great place for my team to stay as we visited San Francisco. We were quite comfortable and indeed pleased with the accommodations. We had full access to the kitchen and a nice continental breakfast each morning. Kudos to all the helpers at the front desk.,5/1/2016,5,Friends
San Francisco City Center Hostel,,My stay in San Fran would not have been as fantastic if it weren't for this friendly hostel!! Yes the location is on the verge of creepy town but it is right in the middle of everything in order to explore the beautiful city. Close walk to golden gate park and bus stops that can take you to the fantastic golden gate bridge!!! FREE BREKKIE!! yum love some bagels with cream cheese!! This hostel has personality and this makes it feel more homely and easier to mingle especially with the premises bar!!,5/1/2016,4,Solo
San Francisco City Center Hostel,,"Had i not cancelled my initial accomodation which was reallly bad! I would never have found HI .
From the moment i stepped through the door i felt welcome and at home! 
The front desk staff are patient and informative and supportive! The brekky is perfect for a starving tired traveller (i have been travelling nonstop for 2 weeks and all i wanted was peace and comfort, 10/10 on both!!) Anthony took as on a chinatown walking tour which was free of charge and very interesting! Go the fortune cookie company! The bar staff at the pub in house was sweet and caring and shared some cheesecake with me...as mentioned, i was very tired! 
Thank you for a wonderful stay!!",5/1/2016,5,Solo
San Francisco City Center Hostel,,"Is the first time I experience stay on hostel, I was not disappointed at all. The hostel is beautiful, even tho that on the zone there's a lot of homeless, but they don't bother you. The staff here is very very kind, helps you in any question you have. It's close to everything, around 5 blocks away from Union Square and the heart of San Francisco. The beds are very comfortable, the breakfast for $1 are the best, eggs of hotcakes. At night they have 80s movies and the same in the morning but they're cartoons. I will definitely will return to this Hostel if I come back to San Francisco. I do really recommend you to stay here.",4/1/2016,5,Couple
San Francisco City Center Hostel,,"Was a great experience in City Center Hostel, excelent service by the Guys and Girls of the Front Desk. The place looks like an anthique European but still have a great San Francisco enviroment with almost 5 floors with some shared areas like living room, kitchen and rooms, is located in Tenderloin. By 1$ in the front desk you can buy scramble eggs or pancakes for breakfast. for 1 night it is also included bread, baggels orange juice, coffee and milk in a awesome shared place next to the Bar area where you can drink a California Beer at night, only Cash in the bar by the way.
There is so many homeless people in this area, because it is close to Civic Center, but don't be afraid no one will hurt you, just walk normally. There's obviously no homeless in tourist areas or luxury San Francisco like the Precidio Park close to Golden Gate or Pacific Heights. We recommend this place.",4/1/2016,5,Couple
San Francisco City Center Hostel,,"Location was really good, ideal if you plan on walking places or taking transport instead of taxis everywhere. The breakfast in the morning was also good, the pancakes and eggs were worth paying the extra dollar each day. Our room was perfect",4/1/2016,5,Couple
San Francisco City Center Hostel,,"I had a great experience staying at this particular hostel due to friendly staff, great facilities and a very comfortable room.
I particularly enjoyed the activities that were put on for the guests at evening time everyday, such as Movie viewing, Chinese tea tasting, Spanish Bingo etc. Something different in comparison to other hostels but, thoroughly enjoyable. 
With the presence of a bar at the hostel it allowed me to taste the local beers and socialize with other guests. I for one spent one evening chatting to the barman at the Hostel by the name of Arjen. I really enjoyed our conversation about soccer. He was very friendly and I found him very interesting to talk to.
All of the staff are very friendly and were always ready to help in anyway possible to ensure my stay was as enjoyable as possible.
I had a great room on the 6th floor, with a great view of the city. Bed was very comfortable and I couldn't have asked for a better stay. I highly recommend this hostel due to its great location (heart of the city) and the fantastic hospitality that every visitor receives.",3/1/2016,5,Solo
San Francisco City Center Hostel,,"I was impressed with the hostel, breakfast services, and the helpfulness of the staff; until the last night I stayed there when a new person came to share my dorm. I am pretty sure she was a homeless person, and she started lashing out on us about the ""privileges"" other people in the room had, and how she was not so ""privileged"". Then she started talking to herself and littering stuff all around. Finally when she left in the morning, I found a phamplet which said, 'medical advice for the homeless', which made me shiver. I did feel bad about her, but had not expected the staff to not at least intimate us about it, just to warn us.",3/1/2016,3,Solo
San Francisco City Center Hostel,,"I was pleasantly surprised by this hostel. I am usually on the fence about HI properties given my mixed experiences with them in other locations. However, this hostel is great! One of the cleaner places I have stayed across the world. They take security seriously (and rightfully so, because the surrounding neighborhood is mega sketchy.) Spacious rooms by hostel standards and extremely clean en-suite bathrooms. Great common spaces and wonderful complimentary breakfast. $1 drinks at the bar --can't be beat. At least it is close to transit and easy to get back to. Just don't walk around alone at night --take a cheap Uber.",3/1/2016,4,Solo
San Francisco City Center Hostel,,"This was my second time using HI City Center as my base of operations from which to explore San Francisco, and I couldn't have been happier with my choice.

Located in the Tenderloin and within walking distance of a wealth of delciious SE Asian cuisine in nearby Little Saigon, HI City Center is a short walk or ride from virtually everything. We walked from the hostel to Golden Gate Park, through Mission & Castro, and back with relative ease.

The rooms themselves are spartan but comfortable, with comfy beds, private bathrooms, and sizeable in-room lockers. WiFi is available throughout the hostel, although it can be a bit unreliable on the higher floors. The retro elevator is slower than just climbing the steps, but I loved it.

The real charm of HI City Center comes from its friendly staff and its ground floor & mezzanine. Comfortable chairs, a projector for movie nights, tables and chairs for working, and an on-site bar make for a really fun, social vibe. My mates and I spent many an evening enjoying a few beers in the bar.

The free breakfast is a real treat as well. While the option is there to pay a little extra for eggs or pancakes, most mornings I was more than satisfied with the coffee, orange juice, and bagels (with cream cheese) on offer.

All told, HI City Center has been one of my favourite hosteling experiences. Just a fun, comfortable, and wonderfully located hostel.",2/1/2016,4,Friends
San Francisco City Center Hostel,,"Great place to stay. Stayed in a private room. Very clean and safe. The front desk staff very friendly. The breakfast was basic but good. The only downside of this place is where it is. It is in a little rough area of the city I walked every where, but I am a male. Would say walk with someone.",10/1/2015,4,Solo
San Francisco City Center Hostel,,"Located on the edge of the Tenderloin! 10 minute walk to the trolley car and 10 minutes from city hall and the Asian Museum. We stay with our mother and her friend for 2 nights and it was great, this was our first time staying in a hostel in over 40 years and it was fun and lively.",2/1/2016,4,Couple
San Francisco City Center Hostel,,"The hostel was really clean, the staff was very friendly, and the atmosphere was great. I would definitely recommend this hostel to friends travelling together as it truly is an amazing value. However, this hostel is situated in Tenderloin. It is a very rough district with a lot of homeless people, street gangs, drug deals, etc. As I was a girl travelling alone, I felt extremely unsafe walking in the surroundings (though I felt really safe inside the hostel). Therefore, I would not suggest this hostel for solo travellers. I would go again if I were to go with friends as my only concern was walking the surroundings (even during day time - I was followed and someone even grabbed my arm).

So bottom line - Amazing hostel, great staff, really clean. Would 100% recommend for people travelling with friends. Would advise against if travelling alone due to location.",2/1/2016,4,Solo
San Francisco City Center Hostel,,"I stayed at the HI City Center in San Francisco for 7 nights in January 2016 and I loved it and would absolutely stay there again if I ever come back to San Francisco! 

Staff were friendly and answered all my questions. They helped me book a tour to Yosemite and gave great info on what to do and see in the city. I had a top bunk in a four person room with en ensuite bathroom. The room was clean and the bed comfortable. It was facing a quiet parking lot. A few people came and went while I was there, all friendly and cool to talk to (one of the best parts of staying at a hostel). Breakfast was served every day and had pretty long hours, making it easy to both get up early (as for jetlaged me) or late. 

The hostel is in the Tenderloin district. I had been warned of this district before arriving and was unsure of how it would be to live there for a week, but I encountered no problems at all. There are a few homeless people on the streets, yes, but none of them really bothered me and I actually had some interesting conversations with a few of them. The location of the hostel is convenient. I could walk to a lot of places around the town and buses were close by, going in all directions. The hostel checked your hostel ID everytime you came into the hostel, making sure no one who was not supposed to be there got in. I felt safe, both in the area and in the hostel. 

The wifi in the hostel was good, both in the common areas as well as in my room. The kitchen seemed cool, but I didn't really use it, except for breakfast. 

Would defintely recommend this hostel :)",1/1/2016,5,Solo
San Francisco City Center Hostel,,"Everything in this ""hotel"" was correct. From the free buffet to the rooms! The place is a bit noisy but not really bothering to sleep. The staff is friendly and helpful and the inside bar is a good and cheap place to rest after a long walking day and to begin the night (4$ a beer, that's nice!)
The hotel is in the heart of the city, but the area is bad, better be careful !",1/1/2016,4,Friends
San Francisco City Center Hostel,,"I stayed at Hi Hostel for 2 nights before New Years. It is located in the Tenderloin which I found to be a shady hood but had absolutely no problems at all while walking on my way back as a single girl in the night 10-11pm. Just keep walking, keep your eyes open and don't talk to anyone. Otherwise the hostel is less than 10min walk from Union Square. 
I stayed in a 4 bed female dorm - 2 bunk beds and shower/bathroom for share between the 4 roommates. Cost at that time was about 80$ for the 2 nights. Clean linen and they gave a towel which was super nice. Everyone gets a locker but no lock so bring your own (experienced packers would know that!) There is a bar downstairs and it accepts only cash but drinks are super good deal (beer and wine only unfortunately). Staff was friendly enough but definitely looked bored and disinterested. 
Breakfast is free - nothing special really but for 1$ extra you get either eggs or pancakes so for 2$ you get both. Problem was the guy who cooks them starts after 8.30am. 
The hostel is super huge, used to be a hotel and it still looks like one except it's budget. Overall I liked my experience there. Message if you have questions. 
P.S. Free wifi!",12/1/2015,4,Solo
San Francisco City Center Hostel,,"Value for Money . Convenient location - not particularly close to any attraction , but good connectivity via public transport . 
Breakfast was good . Staff was helpful . Rooms were clean as well . Location was noisy though , surrounded by homeless . You could wake up in the middle of night listening to screams . If that is ignored this was a comfortable stay .",6/1/2015,4,Solo
San Francisco City Center Hostel,,"The HI Hostel in central SF was a great stay, but we found it a bit pricey (with its hidden non-member extra charges) and in a pretty rough location, right on the edge of the Tenderloin, and not particularly close to any of SF's main attractions.

The hostel security was not bad - you had to flash your guest card to the reception on your way in and needed a keycard to access your room, however we noticed the odd homeless local wandered in to hassle the reception.

The staff were friendly enough but one or two seemed a little uninterested. Atmosphere was pretty good, while we were there they had a local soul group playing music in the common area which was good fun. The bar was also lively and reasonably priced.

The hostel was very clean, both in the rooms and bathrooms. Breakfast was good and the hostel had good facilities including the use of a fully equipped kitchen. Wifi, however, was quite slow.

Overall, HI was reasonable value for money and I would stay here again, in the knowledge that it's a short bus or taxi ride from most of the city's attractions and amenities.",9/1/2015,4,Couple
San Francisco City Center Hostel,,"This hostel was AWESOME! I am from Aus and this was the first place where My fiend and I stayed. The pictures show exactly what you are getting, which is a lovely, quaint hostel! We had a private room, which had a great comfy bed. The shower and toilet were small, but that was a small minor! 

People will tell you that the area (street) is horrible with a lot of homeless people. This is true, but they are harmless and the hostel is safe. The only issue is that you can hear them all night long on the streets, but just wear ear plugs!
We didn't have time to participate in any activities, but they looked great. The $1 eggs or pancakes was the best for breakfast!! :)",12/1/2015,4,Friends
San Francisco City Center Hostel,,"For the price, the hotel is nice. The hotel is close to the union square and you can go almost everywhere from here. Although we don't have private bathroom but the common area is always clean.
The neighborhood seems to be scary but we didn't have any problem during the stay",12/1/2015,5,Friends
San Francisco City Center Hostel,,"This hostel was so much better than we were expecting. We were given a private 4 person room and were surprised as to just how spacious and comfortable the room was. All the staff were very helpful in checking in, leaving our bags and helping with tours. Breakfast was yum also.",12/1/2015,5,Friends
