Title,Text
They thought of pretty much everything,"As far as hostels go, this is a really, really good one. It has a real community atmosphere with events on most nights, free breakfasts daily, free dinners several nights a week. The big common room off of the lobby is gorgeous, a great place to just sit and chill out or meetâ€¦"
Great stay,"Stayed for a week last month I have stayed at several hostels, and this one is one of the best hostels. I stayed in a 4 women dorm that was super clean and mostly quiet. The common room was a beautiful ballroom that hosted events every night. There had been five bathrooms onâ€¦"
Great hostel,"I stayed there a while ago but have kept very good memories of the place. The atmosphere was great, I loved the ballroom. In the evening, it was very nice to hang out there for a while to get to know all the other guests.   Rooms and the kitchen were clean, the hostel has a niceâ€¦"
A hostel in an old Hotel ! Just love it !,"I stayed at this hostel for 5 nights and it was a beautiful experiance. You'll have to like old buildings as I do. I mean the rooms aren't realy modern but they are definitly clean. But the most beautiful thing is the Ballroom, it will be the place where you hang out, eat,â€¦"
"Great hostel, awesome vibes!","I stayed at the Green Tortoise for 7 nights, after having stayed at the one in Seattle, and I loved it! The decor has great ""San Francisco vibes"", the staff was really nice and check-in/check-out went really smoothly.   I stayed in room 9, it was really big, there was a sink,â€¦"
"Cosy, friendly and good location",Stayed here for a few nights and was pleased with everything. I booked online via a booking site  and then had to change my booking due to plans changing. The lady at the counter even refunded me my booking fee at the hostel. Free meals are great and good quality. Its a shortâ€¦
"Adequate, but better suited to youngsters","I booked the Green Tortoise through a third party website. I was surprised, and somewhat alarmed, to receive an email directly from the hostel afterwards with the tagline, ""We are the number 1 party hostel in San Francisco"". There had been no mention of this in any of theâ€¦"
Pleasant surprise and comfortable stay,"This is among the best hostels I've ever stayed at, in a city I love.  The staff is genuinely friendly and helpful and they are always available any time of the day or night.  Given that GT is located in North Beach amid a gaggle of strip clubs (plus other, better things likeâ€¦"
"professional, friendly, fantastic","I cannot thank Sarah and the team enough. My stay at the hostel was meant to be for a week, but unfortunate circumstances back home forced me to leave straight away after only 3 nights. I was given a full refund for the nights remaining, I was given somewhere to store my thingsâ€¦"
Amazing hostel in a great location,"I've stayed for a week at the Green Tortoise Hostel. I've met some great travellers. The location, in Little Italy, is very great. Free breakfast every day, free food 3 times a week and a lot of different activities. A little bit noisy in the ballroom at night but overall, Iâ€¦"
"Wonderful, Magic !","I had a wonderful stay there. Good vibes, good staff, good people, good experience. A bit pricey but well, you are in San Francisco and lots of free things are included in the price (breakfast and 3 dinners a week and a lot more). Just go there !"
A quirky home from home in San Fran,"the Green Tortoise hostel was a wonderful experience from start to end. The decor is fab and quirky, the bedrooms are comfortable and well designed and the bathrooms are plentiful and clean. The hostel has a great atmosphere and a real sense of community - everyone gathers inâ€¦"
Highly recommended hostel,"Amazing hostel located on the edge of Chinatown in SF, about 15 minutes from the subway or 5 minutes to any of several bus stops.Staff are really friendly, rooms and bathrooms are always clean, the common room is huge and lots of awesome times are to be had there, and there areâ€¦"
Great value for money in San Fran!,"I had a great experience at this hostel. It was always clean and tidy despite the hundreds of people staying there. Breakfasts were amazing with a buffet of fruit, bagels (with plenty of spreads) and tea and coffee to your heart's content. The staff are really helpful andâ€¦"
Booked a return visit,"Spent only one night in this great place, but booked 2 more nights for when I returned to SF, and I will book more nights later because I am coming back again. Why? The staff were friendly and super helpful. The location is close to Chinatown one way, and Fishermans Wharf theâ€¦"
Amazing Cheap Accommodation in San Francisco,"Wow - what a hostel! I would recommend anyone stay here. They have free dinners on Mon, Wed,  Fri & and free breakfast every morning! Amazing. The staff were so friendly and helpful! Going out of their way to take time to recommend bars and restaurants to me.  Definitely wouldâ€¦"
Excellent for the price we paid.,"I never stayed in a hostel during my vacation before in my life until i gave it a try while travelling solo last month in San Francisco. This hostel turned out to be an excellent choice for those who opt for a budget type of accommodation because it's more than a hostel, it's aâ€¦"
I hope there's better in San Francisco,"I had to stay here one night while the friend I was staying with in SF had a bunch of extra family over, and man was I glad to get back to her apartment the next day! The room was super small, sweaty, and cramped, and the bathroom located waaaay down the hall and cramped, and toâ€¦"
Awesome stay!,"THE place to be in San Francisco! Cleanest hostel, beds are very comfy, staff is awesome. What I liked the most about it is that they organise group trips to many major US national parks. The common room/kitchen is huge and always crowded. There's no way you'd ever feel bored orâ€¦"
4 stars!,"Stayed at the Green Tortoise on two separate occasions. It's fairly cheap and well-located so that's a big plus. I also like the fact they have huge under the bed lockers which is helpful if you have large luggage.  Toilets are decent enough, not that big but on par from whatâ€¦"
Brilliant staff and rad location,"Love this hostel for how amazing the staff were! Super helpful in dealing with a scattered traveller after coachella, heaps of freebies, good location and reasonably priced. Couldn't recommend it enough"
Excellent hostel for young travellers,"There's not much not to like about this hostel if you're a young person looking to meet other travellers or just want a good place to sleep. The staff were helpful, there was free wifi which worked, free breakfast and free dinner three nights/week. There are 10 bathrooms overâ€¦"
The best hostel I've ever stayed at.,"Where do I even start with the things I loved about this hostel? Great location, free breakfast, free delicious dinners three times a week, free wifi. I stayed in a 5 bed female dorm and the room was clean with a great view and my mattress was comfortable.   I came to Sanâ€¦"
Super awesome,"I recently spent a week in a shared room here. The room was cute (it had a sink in it, cool) with a nice window that let light in in the morning. It was super cheap (25-30$ a night) and everyone that I ended up sharing the room with was really sweet! The staff was helpful andâ€¦"
Super fun & convenient!,"Stayed at the Green Tortoise over the holiday weekend.  I loved it!  I stayed in a 4 person female dorm, which was great.  Beds were comfy & I took a previous traveler's recommendation by bringing my own pillow case. The bathrooms were clean & tidy.  I wore flip flops in theâ€¦"
lovley Hostel - best price value rate,"I stayed here for 3 night. I got there by a cab and the price from the airport pays the view of the city.  there are a lot of restaurants and sight in walking distance (like the piers, lombard street, filbert steps, union sqaure is a lil farther)  it was clean, you had singleâ€¦"
Love!,Great people! Great free food! Beautiful chef! A hostel that was totally easy to fall in love with and easy to feel at home. Love the huge common room too!! The big booth seats led to lots of fun nights and a handful of new life/travel friends.
AMAZING HOSTEL,"Love, love, loved the Green tortoise. Clean, cheap, central. Bagels, fruit and cereal for breakfast - dinner is free 3 times a week. Kitchen is easily accessible too. Its built into a really cool old house/building - so I felt like I was staying somewhere historical. A fiveâ€¦"
Will go back next time Iâ€™m in San Fran,"I was impressed! Never been to a hostel before, but Iâ€™d heard sketchy stories about them. Therefore, Green Tortoise surprised me. Itâ€™s definitely an old place. Light fixtures, door knobs, walls all look a little dated. But itâ€™s a clean place. Housekeeping 2x per day. Freeâ€¦"
Best Hostel. social. Connected!,"I've stayed at some pretty average hostels in USA. But Green Tortoise just had the whole experience down. The location is awesome. It's really large and lots of people stay there, So if you are a solo traveller wanting to meet people this is your choice!! Lots of room toâ€¦"
"Genuine backpacker hostel, good fun...","I stayed a couple nights here whilst trying to find a place on Couchsurfing and Airbnb, which had been my primary form of accommodation around the states. Writing this now seven months later, having travelled through central and some of south america, I can say that of all theâ€¦"
Fun at the Tortoise!,"I stayed in a private room at this iconic SF hostel over thanksgiving 2013, for 4 nights. This is not just a base to sleep. For the right type of traveler, it is the essential component of the SF experience. My room was extremely small and cosy, but this was no real issue. Theâ€¦"
All you need to explore SF,"The green tortoise has everything you would want in a hostel and has a genuinely great atmosphere. The staff can answer any question you are friendly, knowledgeable and personable. For the backpacker type tourist the place can't be beaten - free breakfast and some dinners -â€¦"
a good hostel but not the best,"I stayed here for a week in October. Its a pleasant hostel, there's free breakfast and free dinner a couple of nights a week. Its pretty central and walking distance to fisherman's wharf, China town and westfeild San Francisco centre. Unlike most hostels I've stayed at the WiFiâ€¦"
Great memories,This was the second hostel I have ever stayed at. There is something different that sets this one from the rest and it's because you can sense its great history and and its a bit quirky. Which I liked- this place has personality.   This hostel is located in the 'little italy'â€¦
Great place to stay in Frisco,"This place smells like sixties, in the heart of North beach. Easy to meet people, free dinner, nice people. Great places of live music really close to the hostel. Surely a great atmosphere to enjoy San Francisco."
"Excellent Hostel, Wonderful Staff","I recently stayed at the Green Tortoise Hostel for about a week. My experience was nothing short of perfection. The staff was friendly and helpful, and the free meals were terrific. There's a great vibe from the fellow travelers, and the accommodations are very well laid out.â€¦"
Green Tortoise knows hostels,Amazing! Absolutely loved my time here. This hostel has the best vibe and is super homely. The staff are helpful and friendly. The beauty of the Green Tortoise is that it has one main communal area and because of this your always meeting new people. I met so many amazing peopleâ€¦
Green Tortoise Legends!,Firstly thank you to the wonderful staff at Green Tortoise. From taking my booking months in advance to offering helpful tips to going out of their way to re-unite me with my Ukelele (that I had stupidly forgot to take home to Australia with me!) I was sure it was gone forever! â€¦
Not What I Expected,"San Francisco is an expensive city. Trying to find a place to stay for a reasonable rate is tough. I'd heard of Green Tortoise before, but mainly thought of it as a ""party hostel."" In the end, I decided they were best price I could find and in a decent location (North Beach.) Iâ€¦"
a great place,"the green tortoise was big, clean, and friendly.  located in a cool area, (though things get sketchy not far from there).  they gave great tips on finding parking for my car for a few days.  they hooked me up with a great wine tour.  some of the staff went above and beyond, notâ€¦"
Great hostel in safe neighbourhood,"Great hostel.  Good free breakfasts every morning and good free breakfast three nights a week. In a safe district but surrounded by adult entertainment shops and clubs. Can be hard to sleep due to street noise, especially if your room is facing the Main Street. Not enoughâ€¦"
Amazing Hostel,"This is definitely one of my favourite hostels, in terms of meeting people and activities this hostel is unparalleled :)   Social aspects aside the hostel itself is good. I stayed in the six bed dorm, they have nice dorm beds (unlike almost every other hostel, they're sturdyâ€¦"
Super fun,"Fun hostel, amazing staff, heaps of activities which aren't just drinking. The rooms are not the tidiest but it doesn't matter, but bathrooms and everywhere else was cleaned daily. Large common room with free dinners every Monday, Wednesday and Friday. Walkable location to pierâ€¦"
Best First Experience,"I am so glad I chose this place as my very first hostel on my very first solo trip.   Clean, friendly, safe, quiet, and very well located. I was a bit hesitant and nervous as this was the first trip I've ever made alone and the very first hostel I've ever stayed at, but it was aâ€¦"
Great Location,"Good people, excellent location. Needs more bathrooms! An under 30's place for sure....... But I only used it to sleep and shower in and nothing more. It had great food and night activities for guests!"
great hostel,"visiting from australia with a group of 5. very clean hostel with heaps of activities, our favourite was the beer olympics. this hostel is in a great location within walking distance of china town, north beach (little Italy), pier 39 and fisherman's wharf. the staff are veryâ€¦"
"Location perfect for North Beach, (Italian district) and Beat Generation!","Like a lot of people that booked to stay here, I was slightly dubious whether to stay here, due to it being situated within a red light district of San Francisco. Honestly, it is absolutely fine. Like most things when you're in a city, walk confidently and don't act like aâ€¦"
Fantastic place to make new friends,Staying in this hostel was like being back at University during freshers week - they encourage so much interaction that I couldn't help but meet so many people and get involved with everything! I thought it was fantastic for them to provide such a good environment forâ€¦
Urtle turtle,"Ive travelled shirtloads,(aussie surf/snow bum) the place is cool, ,in the thick of it all, close to it.  Free breaky is soo cool, , they are all helpfull, the stairs suck, but so what, storage(i stored snowboards), free wifi, close to  the OLDEST BAR IN SAN FRAN... THEâ€¦"
Party central!,"This place is the party central! Very large common area and the night I was there they did a free dinner, and the hall was full! The very same evening they had a beer olympics where guests/partiers can take place and join them for a fun and beer-filled evening of games at theâ€¦"
For a party!,"Have stayed at this hostel multiple times, always a great time! I actually met my german boyfriend there the last time i visited! ;D Tons of fun and free activities, the free meals three days a week are delcious, and the beds are super comfortable. The hostel is in a great area,â€¦"
Don't Do Shared Bathroom!! Green Tortoise might be there!!,"I stayed here this year. Staff is pretty laid back, place needs more housekeeping details and the rooms are okay. Make sure to lock your stuff up in the day time, sticky fingers . They have video cameras recording in case someone steals. There are lots of social events if thatâ€¦"
"Awesome, friendly, affordable Hostel!","It is a great price and right downtown, near Chinatown. Has a community kitchen that you may use, along with fridge space (but my food got eaten =( that was the ONLY down side of my visit).  They have FREE breakfast every morning! (Includes bagels with spreads, fruit, and eggs!â€¦"
Great experience,I stayed for 4 nights at the Green Tortoise and was very impressed with the staff attitudes and the beds are very comfy. The hostel does free vegetarian dinners and free breakfast making it very easy to meet new people and save travel money. The location is in the red lightâ€¦
"Superb hostel, one of the best in the world!!","I stayed in the Green Tortoise en-route from Auckland to London for four nights in February 2011. All i can say is that out of the 40+ hostels i have stayed in worldwide, this is one of the best (having stayed in more since, it still rates as one of the best).  The staff areâ€¦"
So much fun!,I had great expectations of this place after reading reviews and speaking to other travellers.  I was not disappointed! Staff were very friendly and the bed rooms were clean.  The breakfast was good and free meals are provided 3 nights a week.  I only sampled this one night butâ€¦
Fantastic fun hostel,"Stayed here 4 nights in a 5 bed mixed dorm. I had a great time from start to finish in this place. It is located in North Beach, about 20 minutes walk from Fisherman's wharf and close to a couple of bus lines, so it was quite easy to get around.   The hostel is located in aâ€¦"
Exceeded expectations,"It's a youth hostel, so i didn't expect much, but it turned out to be a great place to stay. In a seedy area (strip clubs) but I never fly unsafe when walking alone, even at night.   Good points - location - you can walk or bus anywhere you need to go - price - very affordable -â€¦"
"Great value, experience for solo travellers","Although the hostel is located amongst adult entertainment businesses, I felt safer in this area than other ""nicer"" tourist areas.  There are always people out and about and doormen in the area. It is a little noisy at night. But overall was a nice experience. They have niceâ€¦"
One of hte best Hostels that I have stayed in,The green tortoise hostel in deninately one of the best hostels that I have stayed in .     I finished up one the Green Tortoise road trips and I had previously hear that this place was a good hostel.    As with all hostels you are sharing rooms with other people. For me the bedâ€¦
Brimming with soul and feeling just like San Fran!,"This hostel really encompasses the feeling you get when you explore this unique and exciting city, there is great attention to detail, there are many activities to take part in put on by the friendly hostel workers and then there is a good hill to walk up to reach it.  The roomsâ€¦"
Free food but not great staff,"Having free dinner three nights a week was awesome and so were the huge lockers under your bed (don't forget your padlock), however the staff were the most unhelpful and unfriendly I have experienced, the put a bit of a taint on my staff. I did have some good room mates thoughâ€¦"
great fun,"the staff were excellent. great value, loads of free stuff and a great location. beds were really comfortable. they had a huge common area with instruments to play. free breakfast, dinners, organized events. i will deff be staying here again when i return"
BEST hostel I've ever stayed in,"I can't recommend the GT enough. The staff are so friendly, it has a great vibe, so many freebies... it is everything hostelling should be!!!  The price sounds a bit higher than what you'd want from a hostel but with free breakfast (bagels, fresh fruit, cereal, toast, eggs) andâ€¦"
No going slow at The Green Tortoise,"I stayed here in early march 2012 for two nights and had a great time. I had a single room with TV and movies, on 3rd (?) floor. Not a super modern hostel but has a lot of charm and character. I was traveling solo but can imagine would be a great party hostel. Most nights seemedâ€¦"
Such a great experience,"I stayed at the hostel for 5 nights- and at first, I must admit, the hostel didn't give me a great impression, as it was near strip clubs (I arrived late at night). However in the morning, I changed my mind when I realized what a great location it was in! (walking distance toâ€¦"
"Great hostel, tiny rooms","I stayed here for 4 nights in a 4 bed female dorm.  The room was tiny with no room to move or put your bags (there are lockers under the beds which are quite large, but they can be hard to get into as the beds are so close togehter).  Luckily I shared with 2 friends, and theâ€¦"
extras baby,"look they say to expensive bull this joint gives more extras than anybody. go to there site. Ive stayed here a few times and its a gas .its location is primo , a little party goin on in the hood but if you want tranquility go to a ashram. the staff, accommodation ,and in theâ€¦"
Oldies can fit in as well...........,I read that it was a party hostel but thought it was worth the risk as the location was right. When I booked I asked for a quiet room and was given room 20 which faced out onto the side street which I saw only two cars in my two night stay. 4 bunks who were out most of the nightâ€¦
A true home away from home,I stayed in mid May 2011 for seven days. After visiting over 50 hostels throughout the world the GT San Francisco still stands out as one of the best.   The staff are friendly and helpful. The beds are big and comfy. The rooms and bathrooms are very clean. It is the atmosphereâ€¦
Don't hesitate!,"This hostel is great. It's location can be seen as a bit seedy (surrounded by strip joints!) but oh well. Great place to meet people from all over the world. Rooms are clean, comfortable and cosy. Lockers are of a decent size so everything fits - just bring your own lock.â€¦"
Love it,I have stayed here twice and I plan on coming back in the future. You need to get the window bed. You make new friends and the staff is nice. Yes its in the red light district but its very safe. I was a solo female traveller and I had no problems! They did have an ant problemâ€¦
I love this hostel!,"It's green, close to Chinatown, Fishermanâ€™s Wharf, and public transportation that can take me all over the Bay Area. The staff & guests are friendly there. Had a tasty free curry dinner on Friday. Made baked tofu and goji berries soup one night, shared with 2 others. Cookedâ€¦"
colourful fun hostel,Stayed here back in 2007 when travelling alone.  Really great hostel in a colourful place in San Francisco.    Really big and sociable with nice rooms.    Got other friends who stayed here and feel the same way.
Free Britches!,The hostel is clean and the free breakfast is good.  The neighborhood seemed safe to me.  There were several boxes around the hostel that contained free hygine and clothing items left by other travelers and I scored a free pair of britches.  That saved my bacon because Sanâ€¦
Best hostel I've ever stayed in.,"Don't be fooled by the bad reviews, this place is awesome! As a single female traveller I always have my doubts about hostels but this place felt like home. The rooms were spacious, clean and reasonably quiet. The common areas were fantastic, I highly recommend joining in on theâ€¦"
Great Value,"I stayed in this hostel for 2 nights and found it to be a great value. The location was excellent as it is close to many of the tourist attractions in the North Beach area.  A basic breakfast is even included with the room rate; bagels, juice, eggs etc. I was initially concernedâ€¦"
The way every hostel should be run!!!,"My three night stay here was nowhere near long enough, and I was sad to have to leave! I would highly recommend this place to anyone looking to see the sights of San Fran and meet some really cool people and have fun along the way. Has the feel of a real hostel, unlike many ofâ€¦"
great - i'll be staying there again,"this was one of the best hostels i've ever stayed at...  super-friendly travelers, friendly and helpful staff who were prepared to take the time to explain things to us about the local area, and of course san fran is tops. the staff were also genuinely interested in helping meâ€¦"
"Dirty inside, strippers and homeless outside","Cheap, good service - but horrible rooms, small with communal dirty showers and toilets. The place has fitly facilities. Only good thing is the price and the free computers."
Still my favourite!,"This is my favourite hostel in the world. I have stayed here twice (June 2010 and August/Sept 2009) and both times were fantastic. It is incredibly easy to meet people from all over the world, as their huge ballroom and frequent social events (free dinner 3 nights a week, beerâ€¦"
decent hostel,The Green Tortoise Hostel in San Franciso is your average hostel. The prices for rooms are fairly cheap and if you don't mind a lack of privacy - go for it. The rooms are quite spacious but sometimes not very clean. The building itself and the rooms are rather old which in myâ€¦
"Excellent, best hostel ive stayed in","Staff are very friendly, free dinner, clean, plenty of activities going on. Although it is located in the red light district, dont let that put you off, its a great hostel. It might come across as rundown and a bit hippy-ish judging by the decor but its perfect. Its completetyâ€¦"
"All the attributes, but something lacking...","The Green Tortoise is located so that walking is easy enough to Union Square (20 mins), Montgomery BART Station (15 mins) and Fisherman's Wharf (30 mins), so the location can't really be knocked.  The hostel is quite large and seems to have thought of (nearly) everything thatâ€¦"
One of the Best Hostels Around,"I was a bit cautious about the Green Tortoise... it's painted as a party hostel and whilst that did appeal, I was worried it would be impossible to sleep. But even though it was located on a busy street, I slept wonderfully each and every night (despite the Giant's win causing aâ€¦"
A great stay in a colourful neighbourhood,OK - first things first.  This hostel sits slap bang in the middle of strip club central in San Fran - but don't hold that against it!  Its just shock when you first arrive and every other building has 'XXX' or 'Nude' flashing in red neon around you.  Strip clubs occupy most ofâ€¦
Great hostel in San Francisco,"The green tortoise is not only very conveniently located, but has also a great staff. They offer free dinners on Monday, Wednesday and Friday. and also other events all through the week. Not to forget the travel office which offers great bus tours all around the States. Veryâ€¦"
A mixed bag,I stayed here for 8 nights after doing a cross country trip with the adventure travel arm of the same outfit.   The pros  Upon arrival the reception is good.  There is excellent internet access facilities (both free terminal access and wi-fi if you have your own machine). Freeâ€¦
Interesting Experience.,So I'm pretty new to traveling. Haven't stayed at very many hostels so obviously a party oriented hostel like the green tortoise leaves a strong impression on my virginal hostel traveling mind. You have the potential to meet some very interesting people here but also some veryâ€¦
Totally made my stay in San Francisco!,"First of all, San Francisco is the most amazing city I'd ever been too, so any accomadation is going to be just a base for your explorations rather than a make-or-break experience for your holiday. There are lots of  little 'quirky' things in the hostel which make it unique,â€¦"
backpack standard,"Two night stay in this backpack standard hostel was fair enough. Its greatest value is in convenient position and low price. Staff is also pleasant, and facilities OK. I recommend for short stays, when alone."
Fun,"It's a hostel so you should know what to expect when it comes to slumber quarters... Aside from that the staff is awesome, the people who stay there are awesome, excellent locations,  plenty of social events throughout the week.  From what I have see it is definitely one of ifâ€¦"
Friendly and Fun ... but,there are very few showers or toilets = long waits in the morning.  Also I had a little problem with some unwanted guests in my bed - and I'm talking about the type that bite.   That said the rest of the hostel was really clean so I'm hoping my experience was a one-off.  Greatâ€¦
This hostel is a destination in its self. Travel back in time to 1974.,Its hard to put it in words but the Green Tortoise in San Francisco is a very special place. If you stay here for a few days you can really get to know some of the coolest people from all over the world because of the atmosphere and freedom. The most social hostel Ive everâ€¦
Great location for looking around San Fran,"This hostel is very friendly and convenient. It is old, with abstract carpet and a dark wooden appeal to it but it has everythign you need. Free internet which i never had to wait for as they haad about 8 computers. Free breakfast (a bit of afruit and then bagels to taost - notâ€¦"
Best Hostel Ever!,I have stayed here a few time and I keep coming back! I love it! I read some bad reviews and those people obviously have never stayed in a hostel before and didn't take the time to compare what you would be paying to stay anywhere else in San Francisco. For the cheap prices itâ€¦
Green tortoise not for the faint hearted,This hostel has many pros and cons. The greeting from the reception staff is questionable and they messed up my booking. I stayed for 10 nights and was never greeted with any recognition. They Put on Breakfast everyday and dinner 3 times a week. The Dinners are great with lotsâ€¦
really bad service,"they just tried to sell their adventure travels in a hurry, when I asked the reception how to go to Golden Gate Bridge! They even forgot to tell me they would lock the front door in the evening. When I came back at about 8:00pm, I couldn't open the door! I was so hopeless that Iâ€¦"
amazing,"The only think that I can say for this hostel is that I felt like home. very cleaned, friendly with good staff and good breakfast (including) and very old and beautiful design ballroom full of people all the time. The hostel was one of the reason that make me to be loved withâ€¦"
Gross and Dirty - No Service - Questionable Neighbourhood,"I stayed at this hostel for two nights in November and can honestly say, I will not be back.  Point form impression:  - almost 10 blocks from BART (last block uphill)  - neighbourhood: strip joints and porn shops (I didn't go out at night, so I cannot comment on personnalâ€¦"
The GT Ballroom is where it's at!,"I stayed two nights at the Green Tortoise SF. It's a hostel, so manage your expectations, but I found it to be relatively clean. The staff were somewhat world-weary, but ultimately helpful. The highlight of the GT SF is the ballroom. On a Sunday night they had a band playing â€¦"
Cant wait to go back,"I stayed at the hostel for a week and had a great time. I met several travellers who had moved to the hostel from others in san fran as it is in a much nicer area than most. yes the building is a bit dated, but the rooms are great: the beds are a lot larger and more comfortableâ€¦"
